,radio,mcc,mnc,lac,cid,psc,lon,lat,range,samples,changeable,created,updated,averagesignal
5151,LTE,228,2,42000,8965129,0,6.15,46.2393,1966,28,1,2019-01-28 07:50:19,2024-03-18 20:28:19,0
5152,LTE,228,2,42000,8976650,0,6.1366,46.2183,1000,39,1,2019-01-28 08:23:03,2024-06-23 23:07:03,0
5153,LTE,228,2,42000,8980489,0,6.1467,46.2253,1546,37,1,2019-01-28 12:38:00,2024-06-23 23:07:15,0
5161,LTE,228,2,42000,8994313,0,6.1152,46.2154,6288,24,1,2019-01-29 12:33:37,2024-03-15 13:41:03,0
5162,LTE,228,2,42000,8994314,0,6.1141,46.2188,1000,12,1,2019-01-29 12:40:58,2024-03-15 13:41:03,0
5166,LTE,228,2,42010,9089284,0,6.0978,46.1419,1000,11,1,2019-01-31 14:39:32,2024-01-27 08:28:09,0
5167,LTE,228,2,42000,9050116,0,6.0668,46.2305,4992,10,1,2019-02-04 15:37:55,2024-08-03 10:45:03,0
5169,LTE,228,2,42000,9050118,0,6.0406,46.2372,1000,53,1,2019-02-04 15:49:34,2024-08-03 10:45:09,0
5172,LTE,228,2,42000,9050114,0,6.046,46.2361,3952,21,1,2019-02-04 22:32:48,2024-08-03 10:45:08,0
5173,LTE,228,2,42000,9050122,0,6.041,46.2359,8344,36,1,2019-02-04 22:33:39,2024-08-03 10:45:08,0
5174,LTE,228,2,42000,9050120,0,6.057,46.2328,4759,79,1,2019-02-04 22:34:24,2024-08-03 10:45:03,0
5175,LTE,228,2,42000,9208576,0,6.0689,46.2297,1000,5,1,2019-02-04 22:36:39,2024-08-03 10:45:08,0
5176,LTE,228,2,42000,8971784,0,6.0807,46.2265,1873,26,1,2019-02-04 22:37:29,2024-08-03 10:45:08,0
5177,LTE,228,2,42000,8971785,0,6.0866,46.2237,4031,56,1,2019-02-04 22:38:07,2024-08-03 10:45:08,0
5179,LTE,228,2,42000,8979976,0,6.0965,46.2228,3156,73,1,2019-02-04 22:39:25,2024-08-03 10:45:08,0
5181,LTE,228,2,42000,8971786,0,6.0786,46.2224,2611,47,1,2019-02-05 11:03:47,2024-05-25 11:02:08,0
5182,LTE,228,2,42000,9127432,0,6.0767,46.2279,2602,27,1,2019-02-05 11:03:55,2024-08-03 10:45:08,0
5185,LTE,228,2,42000,8966666,0,6.1415,46.2107,4419,106,1,2019-02-07 08:16:34,2024-06-23 23:07:15,0
5186,LTE,228,2,42000,8966664,0,6.1439,46.2105,500,112,1,2019-02-07 08:21:23,2024-06-23 23:07:15,0
5187,LTE,228,2,42000,8966662,0,6.1419,46.2131,4151,19,1,2019-02-07 08:21:32,2024-06-23 23:07:15,0
5188,LTE,228,2,42000,8991240,0,6.138,46.2104,1000,51,1,2019-02-07 08:51:17,2024-05-12 15:51:03,0
5189,LTE,228,2,42000,8991242,0,6.1356,46.2111,1000,25,1,2019-02-07 08:51:26,2024-05-12 15:51:03,0
5190,LTE,228,2,42000,8971273,0,6.1299,46.2139,1000,19,1,2019-02-07 08:53:41,2024-05-12 15:51:03,0
5209,LTE,228,1,1111,17474311,0,6.0846,46.1899,2843,15,1,2019-01-27 16:55:49,2024-06-28 20:37:32,0
5210,LTE,228,1,1111,17793283,0,6.1149,46.2124,1899,18,1,2019-01-27 16:59:59,2024-06-16 12:21:02,0
5234,LTE,228,2,42000,8976649,0,6.1365,46.2165,1000,21,1,2019-03-21 07:06:09,2024-06-23 23:07:03,0
5235,LTE,228,2,42000,8991498,0,6.1411,46.2148,1000,89,1,2019-03-21 07:09:14,2024-06-23 23:07:03,0
5236,LTE,228,2,42010,8973833,0,6.1476,46.1941,1000,35,1,2019-03-21 07:31:53,2024-01-27 08:28:08,0
5237,LTE,228,2,42010,8973834,0,6.1474,46.1963,1000,15,1,2019-03-21 07:37:53,2024-05-12 15:51:03,0
5239,LTE,228,2,42010,9077001,0,6.1486,46.1968,1000,7,1,2019-03-21 08:51:26,2024-01-27 08:28:07,0
5240,LTE,228,2,42000,8991497,0,6.1409,46.2123,1000,22,1,2019-03-21 09:02:22,2024-06-23 23:07:03,0
5252,LTE,228,3,46001,3400194,-1,6.1422,46.2113,1000,27,1,2019-04-02 03:36:19,2024-06-23 23:07:15,0
5253,LTE,228,3,46001,3400215,-1,6.1425,46.2114,1000,12,1,2019-04-02 03:52:01,2024-06-23 23:07:15,0
5280,LTE,228,2,42000,8979977,0,6.0975,46.218,9195,58,1,2019-04-20 13:10:03,2024-04-06 08:31:03,0
5410,LTE,228,1,1111,17474309,-1,6.083,46.1881,3073,13,1,2019-07-21 06:33:48,2024-02-21 05:47:04,0
5537,LTE,228,2,42000,9075218,0,6.1395,46.2213,1000,2,1,2019-10-29 08:42:00,2024-06-23 23:07:03,0
5592,LTE,228,1,3535,17782793,-1,6.1682,46.1958,1000,5,1,2020-01-27 03:57:16,2024-07-28 06:35:38,0
5593,LTE,228,1,1111,17474310,-1,6.0819,46.207,1667,56,1,2020-01-27 12:57:07,2024-06-28 20:37:32,0
5596,LTE,228,2,42000,8966409,0,6.1501,46.2172,1000,7,1,2020-01-31 13:12:47,2024-06-23 23:07:12,0
5599,LTE,228,2,42010,8981512,0,6.1498,46.2076,705,107,1,2020-01-31 13:14:38,2024-06-23 23:07:14,0
5600,LTE,228,2,42010,8965896,0,6.1565,46.2021,1000,14,1,2020-01-31 13:31:26,2024-03-15 14:40:02,0
5601,LTE,228,2,42010,8965897,0,6.1554,46.201,1000,28,1,2020-01-31 13:36:51,2024-03-15 14:40:02,0
5602,LTE,228,2,42000,9114633,0,6.1654,46.2777,7545,34,1,2020-01-31 17:56:23,2024-06-23 23:07:15,0
5603,LTE,228,2,42000,9114632,0,6.1636,46.2806,7834,24,1,2020-01-31 17:56:27,2024-06-23 23:07:15,0
5669,LTE,228,1,1111,17474308,0,6.089,46.2104,1450,3,1,2020-03-04 20:15:52,2024-02-21 05:47:04,0
6280,LTE,228,2,42000,8971777,0,6.087,46.2225,1000,65,1,2020-07-09 07:51:26,2024-08-03 10:45:08,0
6281,LTE,228,2,42000,8971528,0,6.0613,46.2255,1000,6,1,2020-07-09 07:54:04,2024-04-06 10:32:04,0
6282,LTE,228,2,42000,8971530,0,6.0574,46.2276,1000,2,1,2020-07-09 07:54:14,2024-05-16 07:45:03,0
6283,LTE,228,2,42000,9050112,0,6.0605,46.2317,920,115,1,2020-07-09 07:55:15,2024-08-03 10:45:08,0
6406,LTE,228,3,46001,28990240,-1,6.08,46.2246,1000,14,1,2020-09-07 06:52:00,2024-04-08 05:38:03,0
6409,LTE,228,3,46001,28959787,-1,6.0535,46.2318,1375,31,1,2020-09-07 06:54:23,2024-04-08 05:39:01,0
6480,LTE,228,1,1818,18451457,-1,6.1004,46.1599,1000,38,1,2020-09-08 09:57:35,2024-06-28 20:37:32,0
6481,LTE,228,1,1818,18706434,-1,6.0981,46.1654,1000,55,1,2020-09-08 09:57:45,2024-06-28 20:37:32,0
6482,LTE,228,1,1818,18241027,-1,6.0948,46.1694,1157,15,1,2020-09-08 09:57:55,2024-06-28 20:37:32,0
6483,LTE,228,3,46001,28969987,-1,6.0313,46.2024,3491,27,1,2020-09-08 10:10:05,2024-04-08 05:39:01,0
6570,LTE,228,3,46001,28997122,-1,6.1066,46.2127,1000,18,1,2020-09-19 04:13:11,2024-04-08 05:38:03,0
6574,LTE,228,3,46001,28996354,-1,6.0989,46.2192,1000,35,1,2020-09-19 04:17:39,2024-04-08 05:38:03,0
6575,LTE,228,3,46001,28986409,-1,6.0741,46.2295,1000,37,1,2020-09-19 07:29:00,2024-06-04 09:30:04,0
6707,LTE,228,1,3535,18990339,-1,6.1401,46.2036,1000,9,1,2020-09-21 03:34:59,2024-06-23 23:07:14,0
6708,LTE,228,1,2727,18416130,-1,6.1376,46.2064,1000,10,1,2020-09-21 03:37:57,2024-06-23 23:07:02,0
6709,LTE,228,1,2727,19048965,-1,6.1417,46.2083,1000,42,1,2020-09-21 03:38:18,2024-06-23 23:07:14,0
6710,LTE,228,1,2727,18416132,-1,6.1367,46.206,1000,30,1,2020-09-21 03:38:42,2024-06-23 23:07:15,0
6711,LTE,228,1,2727,18415363,-1,6.1354,46.208,1000,14,1,2020-09-21 03:38:51,2024-06-23 23:07:02,0
6712,LTE,228,1,2727,18408198,-1,6.1326,46.2088,1000,3,1,2020-09-21 03:39:59,2024-08-03 10:45:11,0
6714,LTE,228,1,1111,18736899,-1,6.0967,46.2164,2068,40,1,2020-09-21 03:47:18,2024-06-28 20:37:33,0
6715,LTE,228,1,1111,18736897,-1,6.1016,46.2203,1000,56,1,2020-09-21 03:47:39,2024-06-28 20:37:33,0
6716,LTE,228,1,1111,19104770,-1,6.0956,46.2225,1000,21,1,2020-09-21 03:48:44,2024-01-13 11:55:13,0
6717,LTE,228,1,1111,18945025,-1,6.0974,46.2221,1000,24,1,2020-09-21 03:48:54,2024-05-05 19:56:54,0
6718,LTE,228,1,1111,19104771,-1,6.09,46.2238,1000,51,1,2020-09-21 03:49:26,2024-05-05 19:56:54,0
6719,LTE,228,1,1111,18470658,-1,6.0797,46.2268,1000,9,1,2020-09-21 03:50:48,2024-01-13 11:55:13,0
6720,LTE,228,1,1111,18470659,-1,6.0776,46.2273,1000,19,1,2020-09-21 03:50:59,2024-05-05 19:56:54,0
6721,LTE,228,1,1111,17476353,-1,6.0736,46.2284,1000,12,1,2020-09-21 03:51:17,2024-05-05 19:56:54,0
6722,LTE,228,1,1111,18419713,-1,6.0664,46.2305,1000,18,1,2020-09-21 03:52:02,2024-06-01 18:26:04,0
6723,LTE,228,1,1111,18419715,-1,6.0626,46.2315,1000,20,1,2020-09-21 03:52:31,2024-01-13 11:55:13,0
6724,LTE,228,1,1111,18470404,-1,6.0601,46.2321,1000,29,1,2020-09-21 03:52:51,2024-05-05 19:56:54,0
6725,LTE,228,1,1111,18470405,-1,6.0574,46.2321,1000,29,1,2020-09-21 03:53:20,2024-06-01 18:26:04,0
6726,LTE,228,1,1111,18470402,-1,6.0574,46.233,1000,13,1,2020-09-21 03:53:26,2024-01-13 11:55:13,0
6727,LTE,228,1,1111,18377218,-1,6.0558,46.2341,1000,16,1,2020-09-21 03:53:35,2024-05-05 19:56:54,0
6729,LTE,228,1,1111,18377221,-1,6.056,46.2336,1055,45,1,2020-09-21 03:54:28,2024-08-03 10:45:12,0
6730,LTE,228,1,1111,18377222,-1,6.052,46.2344,1000,15,1,2020-09-21 03:54:34,2024-08-03 10:45:12,0
6731,LTE,228,1,1111,18376708,-1,6.0479,46.2354,1000,49,1,2020-09-21 03:54:41,2024-08-03 10:45:12,0
6732,LTE,228,3,46001,28996393,-1,6.0953,46.2221,1000,40,1,2020-09-22 07:46:31,2024-04-06 08:31:03,0
6734,LTE,228,3,46001,28986369,-1,6.0737,46.2289,1000,24,1,2020-09-22 07:49:41,2024-06-04 09:30:04,0
7267,LTE,228,1,4242,18941703,-1,6.1425,46.2793,1121,115,1,2021-03-28 10:54:13,2024-06-28 20:37:33,0
7268,LTE,228,1,4242,18611460,-1,6.1394,46.2734,1066,84,1,2021-03-28 10:54:53,2024-06-28 20:37:33,0
7269,LTE,228,1,4242,18611461,-1,6.1341,46.2662,1061,119,1,2021-03-28 10:55:10,2024-06-28 20:37:33,0
7271,LTE,228,1,1111,18707460,-1,6.125,46.2435,1429,103,1,2021-03-28 10:57:54,2024-05-05 19:56:54,0
7272,LTE,228,1,1111,17915399,-1,6.0754,46.2347,1000,9,1,2021-03-28 11:45:11,2024-06-01 18:26:04,0
7273,LTE,228,3,46001,28938537,-1,6.084,46.2391,2486,13,1,2021-03-28 11:45:11,2024-06-04 09:30:04,0
7274,LTE,228,1,1111,19411457,-1,6.0775,46.2337,1000,11,1,2021-03-28 11:45:21,2024-06-01 18:26:03,0
7275,LTE,228,1,1111,18713603,-1,6.077,46.2341,1000,7,1,2021-03-28 11:45:23,2024-06-01 18:26:03,0
7276,LTE,228,1,1111,19215362,-1,6.0759,46.2339,1000,11,1,2021-03-28 11:46:28,2024-06-01 18:26:04,0
7277,LTE,228,1,1111,18819587,-1,6.0808,46.2319,1000,13,1,2021-03-28 11:46:41,2024-06-01 18:26:03,0
7278,LTE,228,1,1111,18728193,-1,6.0781,46.2291,1000,2,1,2021-03-28 11:47:33,2024-01-13 11:55:13,0
7279,LTE,228,1,1111,18470660,-1,6.0771,46.2292,1000,10,1,2021-03-28 11:47:41,2024-06-01 18:26:04,0
7282,LTE,228,1,1111,18414594,-1,6.1022,46.2238,1000,35,1,2021-03-28 11:52:48,2024-06-28 20:37:33,0
7284,LTE,228,1,2727,18727427,-1,6.1275,46.2082,1000,13,1,2021-03-28 12:07:47,2024-08-03 10:45:11,0
7291,LTE,228,1,1111,18736902,-1,6.0982,46.2183,1000,47,1,2021-03-29 05:52:48,2024-02-21 05:47:04,0
7292,LTE,228,1,1111,18736900,-1,6.1014,46.2219,1000,60,1,2021-03-29 05:53:08,2024-08-03 10:45:11,0
7293,LTE,228,1,1111,18414597,-1,6.1015,46.2233,1000,18,1,2021-03-29 05:53:18,2024-05-05 19:56:54,0
7294,LTE,228,1,1111,18414596,-1,6.1045,46.227,1000,32,1,2021-03-29 05:53:28,2024-05-05 19:56:54,0
7295,LTE,228,1,1111,18756612,-1,6.1109,46.2311,1000,64,1,2021-03-29 05:53:48,2024-05-05 19:56:54,0
7299,LTE,228,1,1111,18756611,-1,6.1149,46.2344,1000,40,1,2021-03-29 05:54:28,2024-05-05 19:56:54,0
7301,LTE,228,1,1111,18707461,-1,6.1204,46.2385,1000,43,1,2021-03-29 05:54:48,2024-05-05 19:56:54,0
7303,LTE,228,1,4242,19103493,-1,6.1286,46.2458,1000,49,1,2021-03-29 05:57:18,2024-05-05 19:56:53,0
7391,LTE,228,3,46001,28959785,-1,6.065,46.2224,1000,8,1,2021-04-20 07:18:12,2024-04-08 05:39:01,0
7393,LTE,228,1,1111,18376964,-1,6.0601,46.2289,1000,29,1,2021-04-20 07:18:38,2024-08-03 10:45:15,0
7394,LTE,228,3,46001,28959745,-1,6.0691,46.2229,1000,22,1,2021-04-20 07:21:17,2024-04-08 05:38:03,0
7395,LTE,228,3,46001,28976898,-1,6.082,46.2372,1000,13,1,2021-04-20 08:54:28,2024-06-04 09:30:04,0
7396,LTE,228,3,46001,28976938,-1,6.0831,46.2373,1000,7,1,2021-04-20 08:55:22,2024-06-04 09:30:04,0
7417,LTE,228,1,1818,18261506,-1,6.0813,46.1868,1000,33,1,2021-04-24 11:04:38,2024-06-28 20:37:32,0
7419,LTE,228,1,1111,18414593,-1,6.1027,46.2255,1000,33,1,2021-04-24 11:08:59,2024-06-28 20:37:33,0
7420,LTE,228,1,1111,18722305,-1,6.1068,46.2288,1000,11,1,2021-04-24 11:09:09,2024-06-28 20:37:33,0
7421,LTE,228,1,1111,18756610,-1,6.1104,46.2306,1000,44,1,2021-04-24 11:09:19,2024-06-28 20:37:33,0
7422,LTE,228,1,1111,18756609,-1,6.1139,46.2335,1000,41,1,2021-04-24 11:09:39,2024-06-28 20:37:33,0
7423,LTE,228,1,1111,18707458,-1,6.1205,46.2383,1000,35,1,2021-04-24 11:10:09,2024-06-28 20:37:33,0
7424,LTE,228,1,1111,18707457,-1,6.1243,46.2425,1906,56,1,2021-04-24 11:10:50,2024-06-28 20:37:33,0
7472,LTE,228,2,42010,8965642,0,6.1399,46.1996,1000,67,1,2021-04-15 07:52:21,2024-01-27 08:28:07,0
7474,LTE,228,2,42010,8995082,0,6.1398,46.1977,1000,81,1,2021-04-15 07:53:50,2024-01-27 08:28:07,0
7784,LTE,228,2,42010,8990980,-1,6.142,46.2023,1000,4,1,2021-07-03 13:45:50,2024-05-12 15:51:02,0
7854,LTE,228,1,3535,18409220,-1,6.1423,46.2051,1000,40,1,2021-07-22 16:33:42,2024-06-23 23:07:14,0
7855,LTE,228,1,3535,18423812,-1,6.1401,46.2057,1000,62,1,2021-07-22 16:33:47,2024-08-03 10:45:11,0
7856,LTE,228,1,2727,17739269,-1,6.1421,46.2097,1174,43,1,2021-07-22 16:51:11,2024-06-23 23:07:03,0
7859,LTE,228,1,2727,19048961,-1,6.1428,46.2103,1000,39,1,2021-07-22 17:15:55,2024-06-23 23:07:15,0
7860,LTE,228,1,2727,18727942,-1,6.135,46.2144,1000,3,1,2021-07-22 17:17:38,2024-06-23 23:07:02,0
7861,LTE,228,1,2727,18722821,-1,6.1376,46.2169,1000,22,1,2021-07-22 17:18:03,2024-03-18 20:29:03,0
7862,LTE,228,1,2727,18485509,-1,6.1375,46.2192,1000,17,1,2021-07-22 17:19:07,2024-06-23 23:07:13,0
7863,LTE,228,1,2727,19209989,-1,6.1384,46.2193,1000,21,1,2021-07-22 17:19:08,2024-06-23 23:07:02,0
7864,LTE,228,1,2727,18722822,-1,6.1405,46.2198,1724,20,1,2021-07-22 17:19:21,2024-06-23 23:07:14,0
7865,LTE,228,1,2727,19209988,-1,6.1394,46.2206,1679,20,1,2021-07-22 17:20:11,2024-06-23 23:07:13,0
8027,LTE,228,1,2727,19334148,-1,6.1661,46.2101,1000,15,1,2021-08-17 11:41:14,2024-07-03 23:18:07,0
8126,LTE,228,2,42000,9113866,-1,6.0142,46.237,1000,23,1,2021-08-26 02:27:38,2024-08-03 10:45:09,0
8410,LTE,228,2,42000,9116416,-1,6.1543,46.2571,1000,25,1,2021-09-12 11:06:25,2024-02-06 20:47:10,0
8411,LTE,228,2,42000,9116424,-1,6.1576,46.2584,8144,45,1,2021-09-12 11:07:06,2024-06-23 23:07:15,0
8493,LTE,228,1,1818,18706437,-1,6.0987,46.1646,1000,47,1,2021-09-13 00:41:43,2024-06-28 20:37:32,0
8502,LTE,228,1,2727,18711558,-1,6.1515,46.2177,1000,37,1,2021-09-14 04:49:50,2024-06-19 04:39:22,0
8503,LTE,228,1,3535,17948421,-1,6.1465,46.2056,1000,17,1,2021-09-14 04:57:48,2024-06-23 23:07:14,0
8504,LTE,228,1,3535,18990340,-1,6.1407,46.2021,1000,5,1,2021-09-14 05:03:54,2024-08-03 10:45:11,0
8505,LTE,228,1,3535,17107462,-1,6.1407,46.2035,1000,13,1,2021-09-14 05:04:53,2024-06-23 23:07:14,0
8512,LTE,228,1,2727,17015553,-1,6.1416,46.2073,1000,6,1,2021-09-14 06:08:59,2024-06-23 23:06:04,0
8513,LTE,228,1,2727,19048962,-1,6.1415,46.2081,1000,33,1,2021-09-14 06:09:18,2024-06-23 23:07:15,0
8514,LTE,228,1,2727,19048964,-1,6.143,46.2106,1000,34,1,2021-09-14 06:11:39,2024-06-23 23:07:14,0
8515,LTE,228,1,2727,17933825,-1,6.1455,46.2116,1000,28,1,2021-09-14 06:13:08,2024-06-19 04:39:14,0
8516,LTE,228,1,2727,17584387,-1,6.1478,46.217,1000,30,1,2021-09-14 06:15:25,2024-06-23 23:07:14,0
8517,LTE,228,1,2727,17584390,-1,6.1481,46.2177,1000,39,1,2021-09-14 06:16:26,2024-06-23 23:07:12,0
8518,LTE,228,1,2727,18712323,-1,6.1449,46.2216,1000,66,1,2021-09-14 06:16:53,2024-06-23 23:07:12,0
8539,LTE,228,1,2727,18727172,-1,6.1382,46.215,1000,16,1,2021-09-14 13:56:45,2024-06-23 23:07:03,0
8540,LTE,228,1,2727,18722818,-1,6.1374,46.2162,1000,11,1,2021-09-14 13:56:57,2024-03-18 20:28:25,0
8541,LTE,228,1,2727,18727176,-1,6.141,46.2154,1000,26,1,2021-09-14 13:59:04,2024-06-23 23:06:03,0
8542,LTE,228,1,2727,18727684,-1,6.1389,46.2117,1000,18,1,2021-09-14 14:11:46,2024-03-18 20:29:03,0
8543,LTE,228,1,2727,18727175,-1,6.1408,46.2127,1000,24,1,2021-09-14 14:34:18,2024-06-23 23:06:03,0
8544,LTE,228,1,2727,19048963,-1,6.141,46.2104,1000,36,1,2021-09-14 14:55:57,2024-06-23 23:07:03,0
8545,LTE,228,1,3535,18990342,-1,6.1415,46.2097,1388,136,1,2021-09-14 15:17:55,2024-06-23 23:07:14,0
8547,LTE,228,1,3535,18990341,-1,6.1406,46.201,1000,5,1,2021-09-14 16:10:23,2024-08-03 10:45:11,0
8548,LTE,228,1,3535,18706948,-1,6.1416,46.2008,1000,7,1,2021-09-14 16:11:15,2024-08-03 10:45:11,0
8602,LTE,228,1,1818,18451460,-1,6.1005,46.1578,1000,47,1,2021-09-16 10:38:21,2024-06-28 20:37:32,0
8603,LTE,228,1,1818,18451461,-1,6.0967,46.1492,1237,63,1,2021-09-16 10:40:26,2024-06-28 20:37:31,0
8604,LTE,228,1,1111,19104773,-1,6.0983,46.2217,1000,52,1,2021-09-16 12:36:44,2024-08-03 10:45:11,0
8605,LTE,228,1,1111,19104774,-1,6.0902,46.2235,1000,43,1,2021-09-16 12:37:41,2024-08-03 10:45:11,0
8606,LTE,228,1,1111,19104772,-1,6.0866,46.2282,3361,23,1,2021-09-16 12:38:49,2024-08-03 10:45:12,0
8754,LTE,228,2,42010,9089802,-1,6.1052,46.1659,1000,24,1,2021-09-24 04:43:25,2024-01-27 08:28:09,0
8807,LTE,228,1,3535,18705925,-1,6.1548,46.2029,1000,28,1,2021-09-30 10:59:20,2024-07-28 06:35:38,0
8809,LTE,228,1,3535,18413827,-1,6.1456,46.2057,1000,8,1,2021-09-30 11:05:41,2024-06-23 23:07:14,0
8810,LTE,228,1,3535,18413830,-1,6.147,46.207,1000,23,1,2021-09-30 11:07:21,2024-06-23 23:07:14,0
8811,LTE,228,1,2727,18717700,-1,6.1307,46.2051,1000,5,1,2021-09-30 11:11:18,2024-06-16 12:21:02,0
8812,LTE,228,1,2727,18647813,-1,6.1322,46.2055,1000,5,1,2021-09-30 11:11:42,2024-06-16 12:21:02,0
8813,LTE,228,1,1111,19060738,-1,6.1132,46.2016,1000,48,1,2021-09-30 11:19:35,2024-06-16 12:21:02,0
8815,LTE,228,1,2727,18416129,-1,6.1389,46.2077,1000,10,1,2021-09-30 15:55:09,2024-06-23 23:07:02,0
8818,LTE,228,1,2727,19334149,-1,6.1498,46.205,1000,62,1,2021-09-30 16:01:31,2024-07-28 06:35:38,0
8914,LTE,228,1,1111,18419716,-1,6.0673,46.23,1000,47,1,2021-10-06 13:45:03,2024-08-03 10:45:12,0
8915,LTE,228,1,1111,18419718,-1,6.0626,46.2313,1000,42,1,2021-10-06 13:47:27,2024-06-01 18:26:04,0
8916,LTE,228,1,1111,18470406,-1,6.0572,46.2338,1000,16,1,2021-10-06 13:48:55,2024-05-05 19:56:54,0
8917,LTE,228,1,1111,18376966,-1,6.0536,46.2331,1000,17,1,2021-10-06 13:49:20,2024-08-03 10:45:12,0
8918,LTE,228,1,1111,19528449,-1,6.0353,46.2392,1629,104,1,2021-10-06 13:50:25,2024-08-03 10:45:14,0
8936,LTE,228,2,42000,8981257,-1,6.1451,46.2082,1000,55,1,2021-10-09 05:57:31,2024-06-23 23:07:14,0
8937,LTE,228,2,42000,8975370,-1,6.1447,46.2085,1000,22,1,2021-10-09 06:05:51,2024-06-23 23:07:14,0
8938,LTE,228,2,42000,8981258,-1,6.1416,46.2066,1000,74,1,2021-10-09 06:24:51,2024-06-23 23:07:15,0
8939,LTE,228,2,42010,8965640,-1,6.1442,46.2003,500,129,1,2021-10-09 06:27:11,2024-05-12 15:51:03,0
8940,LTE,228,2,42010,9077000,-1,6.1465,46.1987,1000,98,1,2021-10-09 06:29:41,2024-05-12 15:51:03,0
8941,LTE,228,2,42000,9078536,-1,6.1395,46.207,1000,73,1,2021-10-09 06:36:01,2024-06-23 23:07:02,0
8942,LTE,228,2,42000,8991234,-1,6.1369,46.2115,1000,9,1,2021-10-09 06:41:11,2024-02-06 20:47:11,0
8943,LTE,228,2,42000,8989960,-1,6.1354,46.2141,1000,14,1,2021-10-09 06:42:21,2024-06-23 23:07:02,0
8944,LTE,228,2,42000,8989962,-1,6.1339,46.2149,1000,6,1,2021-10-09 06:42:51,2024-06-23 23:07:02,0
8945,LTE,228,2,42000,9050121,-1,6.0503,46.2333,1000,23,1,2021-10-11 01:14:58,2024-08-03 10:45:03,0
9051,LTE,228,1,3535,18407937,-1,6.1642,46.2031,1000,8,1,2021-10-12 16:21:06,2024-07-08 21:49:18,0
9085,LTE,228,1,2727,19048966,-1,6.1408,46.2106,1000,24,1,2021-10-22 14:19:56,2024-03-18 20:29:03,0
9105,LTE,228,1,3535,18409221,-1,6.144,46.2035,1000,13,1,2021-10-25 14:50:57,2024-08-03 10:45:11,0
9106,LTE,228,1,3535,18413826,-1,6.1439,46.2037,1000,2,1,2021-10-25 15:01:46,2024-06-23 23:07:14,0
9319,LTE,228,1,4242,19518723,-1,6.1363,46.2571,1279,116,1,2021-11-13 14:59:24,2024-06-28 20:37:33,0
9321,LTE,228,1,2727,18410501,-1,6.1476,46.2237,1000,29,1,2021-11-13 15:03:30,2024-06-08 16:52:02,0
9323,LTE,228,1,2727,19209987,-1,6.1375,46.2201,1000,14,1,2021-11-13 15:13:59,2024-06-23 23:07:12,0
9324,LTE,228,1,2727,19209985,-1,6.1389,46.2213,1000,22,1,2021-11-13 15:14:58,2024-06-23 23:07:13,0
9325,LTE,228,1,2727,18485506,-1,6.1367,46.2183,1000,11,1,2021-11-13 15:15:30,2024-06-23 23:07:03,0
9327,LTE,228,1,2727,18712321,-1,6.1449,46.2202,1104,43,1,2021-11-13 15:16:34,2024-06-23 23:07:13,0
9329,LTE,228,1,2727,18711555,-1,6.1524,46.2188,1000,15,1,2021-11-13 15:18:05,2024-06-08 11:24:04,0
9332,LTE,228,2,42010,8968713,-1,6.1521,46.205,1000,22,1,2021-11-14 06:24:11,2024-06-23 23:07:02,0
9403,LTE,228,1,1111,18728196,-1,6.0746,46.2283,1000,17,1,2021-11-21 14:10:37,2024-08-03 10:45:12,0
9404,LTE,228,1,1111,18470662,-1,6.0775,46.2274,1000,24,1,2021-11-21 14:10:55,2024-08-03 10:45:12,0
9405,LTE,228,1,1111,18945028,-1,6.097,46.2223,1000,27,1,2021-11-21 14:14:17,2024-08-03 10:45:11,0
9407,LTE,228,1,2727,17303814,-1,6.1145,46.2173,1000,6,1,2021-11-21 14:20:07,2024-08-03 10:45:11,0
9983,LTE,228,2,42000,8971265,-1,6.13,46.2134,1000,3,1,2022-02-15 13:04:09,2024-02-06 20:47:11,0
9989,LTE,228,2,42000,8961544,-1,6.1349,46.2088,1000,11,1,2022-02-15 16:46:31,2024-06-23 23:07:02,0
9990,LTE,228,2,42000,8991241,-1,6.1362,46.2086,1000,16,1,2022-02-15 16:46:35,2024-06-23 23:07:02,0
9991,LTE,228,2,42000,8981256,-1,6.1423,46.2088,1000,11,1,2022-02-15 16:49:47,2024-06-23 23:07:15,0
9992,LTE,228,2,42010,8960264,-1,6.1509,46.2023,1220,44,1,2022-02-15 16:55:44,2024-06-23 23:07:14,0
9994,LTE,228,1,3535,18709509,-1,6.1492,46.1989,1000,25,1,2022-02-18 10:53:23,2024-08-03 10:45:11,0
10056,LTE,228,1,2727,18727941,-1,6.1345,46.2124,1000,5,1,2022-03-12 14:34:04,2024-06-23 23:07:02,0
10059,LTE,228,1,2727,17584389,-1,6.1454,46.2131,1000,9,1,2022-03-14 06:09:20,2024-06-23 23:07:14,0
10060,LTE,228,1,2727,18712322,-1,6.1459,46.2182,1000,10,1,2022-03-14 07:00:26,2024-03-18 20:29:02,0
10062,LTE,228,1,2727,17584129,-1,6.1501,46.215,1000,6,1,2022-03-14 17:15:23,2024-06-19 04:39:18,0
10063,LTE,228,3,46001,28928003,-1,6.142,46.2105,1000,35,1,2022-03-17 13:28:50,2024-06-08 11:24:04,0
