,radio,mcc,mnc,lac,cid,psc,lon,lat,range,samples,changeable,created,updated,averagesignal
36697,LTE,228,1,2727,18727938,-1,6.1331,46.2123,1000,5,1,2024-03-20 12:16:27,2024-06-23 23:07:02,0
36698,LTE,228,2,42000,9053960,-1,6.134,46.213,1000,6,1,2024-03-20 12:16:27,2024-06-23 23:07:02,0
36699,LTE,228,1,2727,18727937,-1,6.138,46.2139,1000,5,1,2024-03-20 12:17:07,2024-06-23 23:07:03,0
36700,LTE,228,1,2727,18727426,-1,6.1322,46.2104,1000,5,1,2024-03-20 12:21:27,2024-06-23 23:07:02,0
36701,LTE,228,2,42000,8961545,-1,6.1332,46.2098,1000,4,1,2024-03-20 12:23:27,2024-06-23 23:07:02,0
36702,LTE,228,1,2727,18722819,-1,6.1384,46.219,1000,2,1,2024-03-21 11:28:57,2024-06-23 23:07:13,0
36703,LTE,228,1,2727,19545858,-1,6.1353,46.2163,1000,2,1,2024-03-21 11:29:57,2024-06-23 23:07:03,0
36704,LTE,228,1,2727,19768322,-1,6.135,46.216,1000,2,1,2024-03-21 11:30:37,2024-06-23 23:07:03,0
36705,LTE,228,1,2727,18727939,-1,6.1363,46.2154,1000,3,1,2024-03-21 11:30:57,2024-06-23 23:07:03,0
36706,UMTS,228,2,22300,29455273,211,6.1395,46.2214,1000,1,1,2024-03-22 03:00:49,2024-03-22 03:00:49,0
36707,LTE,228,2,2727,17783045,-1,6.1395,46.2214,1000,1,1,2024-03-22 04:44:39,2024-03-22 04:44:39,0
36708,LTE,228,1,2727,18727685,-1,6.1431,46.2082,1000,2,1,2024-03-22 05:30:57,2024-06-23 23:07:14,0
36709,LTE,228,1,2727,19342090,-1,6.1456,46.2077,1000,5,1,2024-03-22 05:32:47,2024-06-23 23:07:14,0
36710,LTE,228,2,42010,8981510,-1,6.1459,46.2048,1000,1,1,2024-03-22 05:38:57,2024-03-22 05:38:57,0
36711,LTE,228,2,42010,8997125,-1,6.1459,46.2048,1000,1,1,2024-03-22 06:39:18,2024-03-22 06:39:18,0
36712,LTE,228,1,3535,19864577,-1,6.1449,46.2046,1000,1,1,2024-03-22 06:43:08,2024-03-22 06:43:08,0
36713,LTE,228,1,3535,19864579,-1,6.1451,46.2044,1000,2,1,2024-03-22 06:43:18,2024-06-23 23:07:14,0
36714,LTE,228,1,2727,18174722,-1,6.1426,46.2063,1000,2,1,2024-03-22 06:51:38,2024-06-23 23:07:14,0
36715,LTE,228,1,2727,16946946,-1,6.1427,46.2063,1000,1,1,2024-03-22 06:52:08,2024-03-22 06:52:08,0
36716,LTE,228,1,3535,17759754,-1,6.14,46.2055,1000,1,1,2024-03-23 02:17:50,2024-03-23 02:17:50,0
36717,LTE,228,2,42000,8966660,-1,6.1427,46.2104,1000,1,1,2024-03-23 02:31:40,2024-03-23 02:31:40,0
36718,LTE,228,3,46001,28952095,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:15:00,2024-03-23 03:15:00,0
36719,LTE,228,3,46001,29210665,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:16:40,2024-03-23 03:16:40,0
36720,LTE,228,3,46001,28953131,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:17:00,2024-03-23 03:17:00,0
36721,LTE,228,3,46001,28954145,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:18:40,2024-03-23 03:18:40,0
36722,LTE,228,3,46001,29988394,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:21:00,2024-03-23 03:21:00,0
36723,LTE,228,3,46001,29989161,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:22:20,2024-03-23 03:22:20,0
36724,LTE,228,2,42100,5160202,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:51:00,2024-03-23 03:51:00,0
36725,LTE,228,3,46003,29958697,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:51:20,2024-03-23 03:51:20,0
36726,LTE,228,2,42100,5160200,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:51:40,2024-03-23 03:51:40,0
36727,LTE,228,3,46003,29965343,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:52:00,2024-03-23 03:52:00,0
36728,LTE,228,2,42100,5151240,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:52:00,2024-03-23 03:52:00,0
36729,LTE,228,3,42120,5162498,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:52:50,2024-03-23 03:52:50,0
36730,LTE,228,3,42120,5162497,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:53:10,2024-03-23 03:53:10,0
36731,LTE,228,3,46003,30055977,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:53:30,2024-03-23 03:53:30,0
36732,LTE,228,2,42120,5152001,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:53:30,2024-03-23 03:53:30,0
36733,LTE,228,3,46003,29999145,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:54:00,2024-03-23 03:54:00,0
36734,LTE,228,3,46003,30013993,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:54:20,2024-03-23 03:54:20,0
36735,LTE,228,3,46003,30013994,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:54:50,2024-03-23 03:54:50,0
36736,LTE,228,3,46003,30071337,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:55:10,2024-03-23 03:55:10,0
36737,LTE,228,3,46003,30071338,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:55:30,2024-03-23 03:55:30,0
36738,LTE,228,3,46003,30040874,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:55:50,2024-03-23 03:55:50,0
36739,LTE,228,3,46003,30026025,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:58:20,2024-03-23 03:58:20,0
36740,LTE,228,3,46003,30097441,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:58:50,2024-03-23 03:58:50,0
36741,LTE,228,2,42120,5199370,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:58:50,2024-03-23 03:58:50,0
36742,LTE,228,2,42120,5199369,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:59:10,2024-03-23 03:59:10,0
36743,LTE,228,3,46003,30097439,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:59:20,2024-03-23 03:59:20,0
36744,LTE,228,2,42120,5199368,-1,6.1434,46.2116,1000,1,1,2024-03-23 03:59:40,2024-03-23 03:59:40,0
36745,LTE,228,3,46003,30033184,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:00:00,2024-03-23 04:00:00,0
36746,LTE,228,3,46003,30033153,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:00:40,2024-03-23 04:00:40,0
36747,LTE,228,3,46003,30033183,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:01:00,2024-03-23 04:01:00,0
36748,LTE,228,3,46003,30025219,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:01:20,2024-03-23 04:01:20,0
36749,LTE,228,3,46003,30025218,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:01:40,2024-03-23 04:01:40,0
36750,LTE,228,3,46003,30070274,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:03:40,2024-03-23 04:03:40,0
36751,LTE,228,2,42120,5222148,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:03:40,2024-03-23 04:03:40,0
36752,LTE,228,3,46003,30070304,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:04:00,2024-03-23 04:04:00,0
36753,LTE,228,3,46003,30070303,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:04:20,2024-03-23 04:04:20,0
36754,LTE,228,3,46003,30103337,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:04:50,2024-03-23 04:04:50,0
36755,LTE,228,2,42120,11547137,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:04:50,2024-03-23 04:04:50,0
36756,LTE,228,3,46003,30025514,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:05:10,2024-03-23 04:05:10,0
36757,LTE,228,3,46003,30016033,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:05:30,2024-03-23 04:05:30,0
36758,LTE,228,2,42120,11547136,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:05:30,2024-03-23 04:05:30,0
36759,LTE,228,3,46003,30016031,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:06:10,2024-03-23 04:06:10,0
36760,LTE,228,2,42120,5222912,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:06:30,2024-03-23 04:06:30,0
36761,LTE,228,2,42120,5222920,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:06:50,2024-03-23 04:06:50,0
36762,LTE,228,3,46003,29103904,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:07:11,2024-03-23 04:07:11,0
36763,LTE,228,2,42120,11547401,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:07:11,2024-03-23 04:07:11,0
36764,LTE,228,2,42120,11547400,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:07:30,2024-03-23 04:07:30,0
36765,LTE,228,3,46003,29103903,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:07:50,2024-03-23 04:07:50,0
36766,LTE,228,3,46003,29071136,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:08:21,2024-03-23 04:08:21,0
36767,LTE,228,2,42120,5202688,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:09:00,2024-03-23 04:09:00,0
36768,LTE,228,3,46003,29071135,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:09:20,2024-03-23 04:09:20,0
36769,LTE,228,2,42120,5223424,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:09:20,2024-03-23 04:09:20,0
36770,LTE,228,3,46003,29071145,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:09:40,2024-03-23 04:09:40,0
36771,LTE,228,2,42120,5223432,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:09:40,2024-03-23 04:09:40,0
36772,LTE,228,3,46003,29078057,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:10:21,2024-03-23 04:10:21,0
36773,LTE,228,2,42120,5223433,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:10:21,2024-03-23 04:10:21,0
36774,LTE,228,2,42120,5353472,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:10:40,2024-03-23 04:10:40,0
36775,LTE,228,3,46003,29078059,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:11:00,2024-03-23 04:11:00,0
36776,LTE,228,3,46003,29078058,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:11:21,2024-03-23 04:11:21,0
36777,LTE,228,2,42120,5353478,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:11:21,2024-03-23 04:11:21,0
36778,LTE,228,2,42120,5353473,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:11:40,2024-03-23 04:11:40,0
36779,LTE,228,3,46003,29070879,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:12:21,2024-03-23 04:12:21,0
36780,LTE,228,3,46003,29075497,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:13:41,2024-03-23 04:13:41,0
36781,LTE,228,2,41100,5205250,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:12:21,2024-03-23 04:12:21,0
36782,LTE,228,3,46003,29081377,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:14:00,2024-03-23 04:14:00,0
36783,LTE,228,2,41100,5205248,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:14:00,2024-03-23 04:14:00,0
36784,LTE,228,3,46003,29081385,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:14:21,2024-03-23 04:14:21,0
36785,LTE,228,3,46003,29081375,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:14:40,2024-03-23 04:14:40,0
36786,LTE,228,3,46003,29092649,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:15:30,2024-03-23 04:15:30,0
36787,LTE,228,2,41100,11604482,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:15:10,2024-03-23 04:15:10,0
36788,LTE,228,2,41100,5205769,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:15:30,2024-03-23 04:15:30,0
36789,LTE,228,3,46003,29073195,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:15:40,2024-03-23 04:15:40,0
36790,LTE,228,3,46003,29073193,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:16:01,2024-03-23 04:16:01,0
36791,LTE,228,2,41100,5205760,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:16:20,2024-03-23 04:16:20,0
36792,LTE,228,3,46003,29074976,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:16:40,2024-03-23 04:16:40,0
36793,LTE,228,3,46003,29074975,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:17:40,2024-03-23 04:17:40,0
36794,LTE,228,2,41100,5201154,-1,6.1434,46.2116,1000,1,1,2024-03-23 04:17:01,2024-03-23 04:17:01,0
36926,LTE,228,1,1111,19784706,-1,6.0764,46.2024,1000,11,1,2024-05-11 08:59:04,2024-06-28 20:37:32,0
36927,LTE,228,1,4242,19913473,-1,6.1331,46.2631,1000,4,1,2024-05-11 09:06:24,2024-06-28 20:37:33,0
37042,LTE,228,1,1818,16987141,-1,6.1923,46.234,1000,4,1,2024-07-03 12:47:16,2024-07-03 23:18:06,0
37043,LTE,228,1,1818,18371945,-1,6.1663,46.2077,1000,3,1,2024-07-03 12:53:47,2024-07-08 21:49:18,0
37044,LTE,228,3,46001,28934197,-1,6.1648,46.2066,1000,3,1,2024-07-03 12:54:07,2024-07-08 21:49:18,0
37045,LTE,228,2,42000,9075294,-1,6.1657,46.2078,1000,3,1,2024-07-03 12:54:37,2024-07-08 21:49:18,0
37046,UMTS,228,2,22300,29452842,117,6.1708,46.2109,1000,22,1,2024-07-03 12:56:17,2024-07-08 21:49:18,0
37047,UMTS,228,3,6001,9875626,231,6.1682,46.2095,1000,6,1,2024-07-03 12:57:27,2024-07-08 21:49:18,0
37048,UMTS,228,3,6001,9862058,189,6.1691,46.2098,1000,5,1,2024-07-03 12:57:47,2024-07-08 21:49:18,0
37049,UMTS,228,3,30017,9862058,164,6.1634,46.2075,1000,4,1,2024-07-03 12:59:39,2024-07-03 23:18:07,0
37050,UMTS,228,3,6001,9861746,47,6.1631,46.2069,1000,6,1,2024-07-03 13:00:41,2024-07-03 23:18:07,0
37051,UMTS,228,2,22300,9863773,164,6.1667,46.2058,1000,4,1,2024-07-03 13:01:34,2024-07-03 23:18:07,0
37052,UMTS,228,3,6001,9867330,189,6.1676,46.208,1000,24,1,2024-07-03 13:06:34,2024-07-08 21:49:18,0
37053,LTE,228,2,42020,8968965,-1,6.1734,46.2124,1000,2,1,2024-07-03 13:08:37,2024-07-03 23:18:07,0
37054,UMTS,228,2,30017,29452842,117,6.1734,46.2124,1000,2,1,2024-07-03 13:08:27,2024-07-03 23:18:07,0
37055,LTE,228,1,1818,18025991,-1,6.1741,46.2127,1000,1,1,2024-07-03 13:08:47,2024-07-03 13:08:47,0
37056,LTE,228,1,1818,18369794,-1,6.1741,46.2127,1000,1,1,2024-07-03 13:08:57,2024-07-03 13:08:57,0
37057,UMTS,228,2,22300,29486754,13,6.1733,46.2124,1000,5,1,2024-07-03 13:09:29,2024-07-08 21:49:19,0
37058,LTE,228,2,42020,8968966,-1,6.1697,46.2101,1000,7,1,2024-07-03 13:16:59,2024-07-08 21:49:19,0
37059,LTE,228,1,2727,18293005,-1,6.1691,46.2101,1000,1,1,2024-07-03 13:17:59,2024-07-03 13:17:59,0
37060,LTE,228,3,46001,28937986,-1,6.1687,46.2074,1000,1,1,2024-07-03 13:24:02,2024-07-03 13:24:02,0
37061,LTE,228,1,3535,18085383,-1,6.1687,46.207,1000,2,1,2024-07-03 13:24:12,2024-07-08 21:49:18,0
37062,LTE,228,3,3535,17042689,-1,6.1688,46.2072,1000,1,1,2024-07-03 13:27:13,2024-07-03 13:27:13,0
37063,LTE,228,3,42010,8960512,-1,6.1686,46.2068,1000,1,1,2024-07-03 13:27:43,2024-07-03 13:27:43,0
37064,LTE,228,3,2727,17108231,-1,6.1684,46.2067,1000,2,1,2024-07-03 13:27:53,2024-07-03 23:18:07,0
37065,LTE,228,3,42000,8965215,-1,6.1684,46.2067,1000,1,1,2024-07-03 13:28:14,2024-07-03 13:28:14,0
37066,LTE,228,3,42010,8960516,-1,6.1683,46.2064,1000,1,1,2024-07-03 13:28:45,2024-07-03 13:28:45,0
37067,UMTS,228,2,22300,9867330,164,6.1682,46.2063,1000,1,1,2024-07-03 13:43:33,2024-07-03 13:43:33,0
37068,LTE,228,2,46001,28934147,-1,6.1682,46.2066,1000,1,1,2024-07-03 15:50:46,2024-07-03 15:50:46,0
37069,LTE,228,2,46001,28964373,-1,6.1682,46.2066,1000,1,1,2024-07-03 15:49:36,2024-07-03 15:49:36,0
37070,LTE,228,2,46001,28931605,-1,6.1682,46.2066,1000,1,1,2024-07-03 15:51:26,2024-07-03 15:51:26,0
37071,UMTS,228,2,30017,29464572,164,6.1684,46.2068,1000,4,1,2024-07-03 15:55:09,2024-07-08 21:49:18,0
37072,LTE,228,2,42010,8960528,-1,6.168,46.2074,1000,2,1,2024-07-03 15:55:49,2024-07-08 21:49:18,0
37073,LTE,228,2,42000,8965215,-1,6.169,46.2079,1000,4,1,2024-07-03 15:56:19,2024-07-08 21:49:18,0
37074,LTE,228,3,3535,18085383,-1,6.1682,46.2066,1000,1,1,2024-07-03 15:57:49,2024-07-03 15:57:49,0
37075,LTE,228,3,2727,17262338,-1,6.1682,46.2066,1000,1,1,2024-07-03 15:58:49,2024-07-03 15:58:49,0
37076,LTE,228,1,4242,18188390,-1,6.1678,46.2081,1000,1,1,2024-07-03 16:08:42,2024-07-03 16:08:42,0
37077,LTE,228,1,4242,19126121,-1,6.1675,46.2087,1000,1,1,2024-07-03 16:09:32,2024-07-03 16:09:32,0
37078,UMTS,228,3,6001,9874344,23,6.1684,46.2097,1000,2,1,2024-07-03 16:10:32,2024-07-03 23:18:07,0
37079,UMTS,228,3,6001,9862003,202,6.169,46.21,1000,1,1,2024-07-03 16:12:04,2024-07-03 16:12:04,0
37080,LTE,228,1,1818,18369795,-1,6.1726,46.212,1000,1,1,2024-07-03 16:19:24,2024-07-03 16:19:24,0
37081,UMTS,228,2,22300,29452841,165,6.1748,46.214,1000,9,1,2024-07-03 16:22:58,2024-07-08 21:49:19,0
37082,LTE,228,3,46001,28959489,-1,6.2032,46.2432,1000,4,1,2024-07-03 16:27:52,2024-07-03 23:18:08,0
37083,LTE,228,3,46001,28966915,-1,6.2164,46.248,1000,5,1,2024-07-03 16:29:22,2024-07-03 23:18:08,0
37120,LTE,228,1,1818,18114051,-1,6.1977,46.2393,1000,3,1,2024-07-08 13:13:21,2024-07-08 21:49:19,0
37121,LTE,228,3,42020,8968966,-1,6.1746,46.2136,1000,1,1,2024-07-08 13:18:38,2024-07-08 13:18:38,0
37122,LTE,228,3,42020,8968965,-1,6.1746,46.2136,1000,1,1,2024-07-08 13:18:28,2024-07-08 13:18:28,0
37123,LTE,228,1,4242,19123305,-1,6.1683,46.2096,1000,1,1,2024-07-08 13:30:11,2024-07-08 13:30:11,0
37124,LTE,228,1,2727,17262342,-1,6.1683,46.208,1000,2,1,2024-07-08 13:30:33,2024-07-08 21:49:18,0
37125,LTE,228,3,42020,8968970,-1,6.1676,46.2093,1000,1,1,2024-07-08 13:31:25,2024-07-08 13:31:25,0
37126,UMTS,228,3,6006,9867796,14,6.1675,46.209,1000,1,1,2024-07-08 13:31:55,2024-07-08 13:31:55,0
37127,UMTS,228,2,6001,9861705,250,6.1677,46.2083,1000,1,1,2024-07-08 13:33:19,2024-07-08 13:33:19,0
37128,LTE,228,1,2727,18711553,-1,6.1685,46.2072,1000,2,1,2024-07-08 14:38:47,2024-07-08 21:49:18,0
37129,LTE,228,2,3535,18085383,-1,6.1686,46.2066,1000,1,1,2024-07-08 14:52:48,2024-07-08 14:52:48,0
37130,LTE,228,2,2727,17262340,-1,6.1686,46.2066,1000,1,1,2024-07-08 14:53:51,2024-07-08 14:53:51,0
37131,LTE,228,2,46001,28928770,-1,6.1686,46.2066,1000,1,1,2024-07-08 14:54:11,2024-07-08 14:54:11,0
37132,LTE,228,1,2727,18292999,-1,6.1675,46.2084,1000,1,1,2024-07-08 15:19:24,2024-07-08 15:19:24,0
37133,UMTS,228,3,6001,9879246,189,6.1674,46.2092,1000,1,1,2024-07-08 15:20:34,2024-07-08 15:20:34,0
37134,LTE,228,3,46001,28943125,-1,6.1699,46.2108,1000,1,1,2024-07-08 15:25:04,2024-07-08 15:25:04,0
37135,LTE,228,3,46001,28959519,-1,6.1964,46.2385,1000,1,1,2024-07-08 15:38:57,2024-07-08 15:38:57,0
38665,LTE,228,1,58507,154978055,-1,6.2217,46.1768,1000,6,1,2024-07-06 08:38:11,2024-07-21 14:27:20,0
38666,LTE,228,1,58507,163329305,-1,6.2228,46.1789,1000,6,1,2024-07-06 08:38:20,2024-07-21 14:27:20,0
38875,LTE,228,1,3535,18721028,-1,6.1656,46.1964,1000,7,1,2024-07-28 00:55:51,2024-07-28 06:35:38,0
38876,LTE,228,1,3535,19765762,-1,6.1576,46.1985,1000,1,1,2024-07-28 00:57:01,2024-07-28 00:57:01,0
38877,LTE,228,1,3535,19334405,-1,6.1564,46.1988,1000,3,1,2024-07-28 00:57:11,2024-07-28 06:35:38,0
38878,LTE,228,1,3535,19765763,-1,6.1548,46.1993,1000,3,1,2024-07-28 00:57:31,2024-07-28 06:35:38,0
38879,LTE,228,1,3535,19440133,-1,6.1528,46.2002,1000,3,1,2024-07-28 00:58:42,2024-08-03 10:45:11,0
38880,LTE,228,1,3535,19831809,-1,6.1549,46.2018,1000,3,1,2024-07-28 00:59:51,2024-07-28 06:35:38,0
39138,LTE,228,1,3535,19728646,-1,6.1479,46.2014,1000,1,1,2024-07-28 12:10:44,2024-07-28 12:10:44,0
39163,LTE,228,1,1111,16976390,-1,6.063,46.2312,1000,4,1,2023-07-07 15:38:03,2024-08-03 10:45:11,0
39164,LTE,228,1,2727,19144709,-1,6.1151,46.2171,1000,5,1,2023-07-07 15:45:43,2024-08-03 10:45:11,0
39165,LTE,228,1,2727,17303813,-1,6.1212,46.2092,1000,2,1,2023-07-07 15:49:01,2024-08-03 10:45:11,0
39166,LTE,228,1,2727,19774467,-1,6.1276,46.2083,1000,2,1,2023-07-07 15:51:13,2024-08-03 10:45:11,0
39167,LTE,228,1,3535,17740904,-1,6.1494,46.2003,1000,3,1,2023-07-07 16:05:19,2024-08-03 10:45:11,0
39168,LTE,228,1,2727,17166857,-1,6.1119,46.2182,1000,2,1,2023-07-08 18:44:31,2024-08-03 10:45:11,0
39170,LTE,228,1,4242,19536386,-1,6.0299,46.2505,1000,2,1,2023-07-09 06:46:49,2024-08-03 10:45:14,0
39171,LTE,228,1,1111,18376965,-1,6.0544,46.2308,1000,3,1,2023-07-09 07:03:32,2024-08-03 10:45:15,0
39246,UMTS,228,1,1111,17474308,0,6.0843,46.1869,2672,3,1,2024-08-05 06:37:56,2024-08-05 12:12:03,0
40149,UMTS,228,2,42000,9203462,0,6.0833,46.1934,2667,15,1,2024-08-24 14:46:05,2024-08-24 20:21:02,0
