radio,mcc,mnc,lac,cid,psc,lon,lat,range,samples,changeable,created,updated,averagesignal
LTE,228,1,808,17370369,0,9.5542,47.2978,6544,31,1,1414836767,1695995765,0
UMTS,228,1,808,17383170,0,9.6223,47.353,3261,34,1,1414837355,1720746602,0
LTE,228,1,808,17370370,0,9.5452,47.2817,4308,30,1,1414870378,1695995765,0
UMTS,228,2,20100,29271675,156,8.0909,47.4697,4265,6,1,1414990828,1720917675,0
UMTS,228,1,1717,7721338,153,8.557,47.4666,3952,45,1,1415091821,1726367785,0
UMTS,228,1,1717,7721801,164,8.5443,47.4346,1127,39,1,1415386109,1707320105,0
UMTS,228,1,1717,7721258,387,8.5681,47.4245,1548,58,1,1415386110,1722527585,0
UMTS,228,1,3636,7913460,184,8.6897,47.5023,1000,28,1,1415386145,1709376366,0
UMTS,228,1,1717,7722317,125,8.5282,47.435,1000,13,1,1415392903,1726367785,0
UMTS,228,1,101,6672286,246,6.5241,46.575,21002,39,1,1415540507,1714939141,0
UMTS,228,1,1313,16929281,0,7.9955,46.33,1394,21,1,1415559641,1721476207,0
GSM,228,3,9008,28148,0,9.7031,46.5063,16497,184,1,1415746278,1713002407,0
UMTS,228,1,505,6893322,433,8.5942,47.4973,3170,74,1,1415782072,1726367783,0
UMTS,228,1,1717,7722262,70,8.5707,47.4094,1000,28,1,1415782073,1712748004,0
UMTS,228,1,2828,6936258,218,8.0853,47.4905,1033,62,1,1415818900,1722734646,0
UMTS,228,1,2828,6936510,446,8.2861,47.4592,1000,46,1,1415818900,1722734647,0
UMTS,228,1,2626,8380106,498,7.5611,47.2055,1024,46,1,1415859325,1702667172,0
LTE,228,1,1212,16819714,0,7.5092,46.9182,1135,26,1,1415859333,1711215782,0
LTE,228,1,1212,16990211,0,7.4829,46.9382,882,50,1,1415859333,1726930389,0
LTE,228,1,1212,16990210,0,7.4888,46.9366,746,49,1,1415859333,1726930389,0
LTE,228,1,1212,17546243,0,7.4726,46.9441,1000,6,1,1415859333,1680837388,0
UMTS,228,1,1212,16823811,0,7.4592,46.9396,2685,13,1,1415859333,1707722222,0
LTE,228,1,2424,16988673,0,7.5212,46.9072,2020,50,1,1415859333,1726930388,0
LTE,228,1,1212,17546241,0,7.4741,46.9398,6308,25,1,1415859333,1705060925,0
LTE,228,1,2424,16988674,0,7.5182,46.9101,1044,46,1,1409305346,1680837664,0
UMTS,228,1,1717,7722260,68,8.6149,47.4142,3417,113,1,1415883365,1722527585,0
UMTS,228,1,1616,7654535,185,8.5416,47.3777,1000,49,1,1415896918,1691580533,0
UMTS,228,1,1616,7656750,469,8.5375,47.3795,1000,67,1,1415909172,1702059363,0
UMTS,228,1,3232,7722277,265,8.6178,47.4111,1000,86,1,1415990213,1722565395,0
UMTS,228,1,1515,6872332,293,7.8036,47.4521,2423,119,1,1416215176,1685095706,0
UMTS,228,1,606,7003060,101,7.8874,47.3118,6264,200,1,1416303151,1714938802,0
LTE,228,1,3232,17822467,0,8.5757,47.4044,3582,19,1,1416412730,1722944769,0
LTE,228,1,1717,17113602,0,8.5707,47.4032,4028,64,1,1416412730,1714398789,0
LTE,228,1,3232,17822465,0,8.5841,47.405,1000,25,1,1416412730,1705209724,0
UMTS,228,1,4343,6934406,352,8.4653,47.3331,2819,74,1,1416595214,1680079577,0
LTE,228,1,3232,17822466,0,8.5819,47.4014,1000,44,1,1416595403,1722944769,0
UMTS,228,1,808,7136291,140,9.3069,47.4103,1000,19,1,1416646770,1684484988,0
UMTS,228,1,808,7131746,438,9.438,47.4625,1000,97,1,1416646770,1684484428,0
UMTS,228,1,808,7132007,110,9.4872,47.4654,1601,51,1,1416646771,1684484298,0
UMTS,228,1,808,7136292,139,9.3208,47.4161,1000,39,1,1416646770,1684484948,0
UMTS,228,1,808,7131747,493,9.4309,47.4553,1226,80,1,1416646770,1684484438,0
UMTS,228,1,3232,7721076,248,8.6314,47.4187,1000,54,1,1416698758,1722565395,0
UMTS,228,1,808,7132008,7,9.4673,47.4665,1000,28,1,1416698756,1684484318,0
UMTS,228,1,909,7263331,300,9.3386,47.1001,2812,73,1,1416763314,1682388496,0
UMTS,228,1,4343,6935585,471,8.4352,47.3637,1287,153,1,1416763316,1724871843,0
LTE,228,2,40020,20802304,0,8.5404,47.4113,4943,54,1,1416952777,1685286406,0
LTE,228,2,40020,20915458,0,8.5499,47.4159,4258,44,1,1416952777,1685286266,0
LTE,228,2,40100,20894212,0,8.2141,47.4058,1000,44,1,1416952777,1720463288,0
LTE,228,2,40100,6403077,0,8.1852,47.401,1159,22,1,1416952778,1713540437,0
LTE,228,2,40100,6402050,0,8.3116,47.456,992,109,1,1416952777,1713540435,0
LTE,228,2,40100,20864772,0,8.1432,47.3957,4201,94,1,1416952778,1692985843,0
UMTS,228,1,4343,6937498,348,8.3417,47.314,5858,78,1,1417186167,1725285309,0
UMTS,228,1,1616,7656708,331,8.5359,47.372,1333,18,1,1417198911,1691199552,0
UMTS,228,1,3131,7656680,160,8.4979,47.3754,1000,44,1,1417274349,1716981126,0
UMTS,228,1,3131,7656731,191,8.4827,47.3904,2794,25,1,1417274348,1721224146,0
UMTS,228,1,3131,7656674,103,8.4883,47.4009,1000,21,1,1417314708,1717277349,0
UMTS,228,1,3131,7656637,11,8.5047,47.3776,1000,10,1,1417366535,1718152803,0
UMTS,228,1,3131,7656638,21,8.5012,47.3776,1000,18,1,1417366535,1718152803,0
UMTS,228,1,3131,7656636,11,8.5073,47.3782,1000,40,1,1417366535,1718219885,0
UMTS,228,1,3131,7661941,93,8.5009,47.3708,4935,56,1,1417366535,1709750342,0
UMTS,228,1,3131,7656723,53,8.4808,47.3706,1351,102,1,1417366535,1726067949,0
UMTS,228,1,3131,7656681,161,8.4923,47.3713,3143,25,1,1417371826,1716981126,0
UMTS,228,1,606,7002427,411,7.8246,47.3343,1063,46,1,1417442074,1685097036,0
UMTS,228,1,4343,6934375,460,8.4484,47.3574,1368,107,1,1417452503,1718152804,0
UMTS,228,1,4343,6935667,505,8.4665,47.3276,2574,103,1,1417541715,1685072627,0
UMTS,228,1,3131,7656673,102,8.4918,47.3939,1000,34,1,1417553495,1718212503,0
LTE,228,1,2828,16819971,0,8.3227,47.4536,3236,121,1,1417625174,1690727858,0
LTE,228,1,4343,17384961,0,8.3193,47.3556,3725,49,1,1417625174,1720782249,0
UMTS,228,1,303,6804886,509,8.5415,47.2157,3476,52,1,1417627457,1726145890,0
UMTS,228,1,4343,6937322,116,8.4295,47.2387,2137,71,1,1417627460,1725285308,0
UMTS,228,1,4343,6937298,154,8.419,47.2745,3751,75,1,1417627460,1725285308,0
UMTS,228,1,303,6807279,445,8.5289,47.2105,2500,9,1,1417694580,1716598924,0
LTE,228,2,41400,13104642,0,7.5997,47.5525,1000,18,1,1417771083,1714518213,0
LTE,228,2,41400,13104128,0,7.5872,47.5488,1000,14,1,1417771083,1709113981,0
LTE,228,2,41400,13058818,0,7.5952,47.5451,1000,48,1,1417771083,1710175684,0
LTE,228,2,41400,13100801,0,7.6082,47.5396,1437,21,1,1417771084,1710175684,0
LTE,228,2,41400,13098753,0,7.6079,47.5362,3960,44,1,1417771084,1710175684,0
LTE,228,2,41400,13100804,0,7.6224,47.5456,1000,26,1,1417771084,1688013409,0
LTE,228,2,41400,13095680,0,7.6214,47.5587,2980,79,1,1417771083,1709063163,0
LTE,228,2,41400,13095424,0,7.5918,47.5529,1000,67,1,1417771083,1709063163,0
LTE,228,2,41400,13058816,0,7.6029,47.5449,6712,104,1,1417771084,1714939416,0
UMTS,228,1,505,6935318,491,8.4829,47.4404,2476,140,1,1417984134,1726367786,0
GSM,228,3,6006,12092,0,6.3899,46.4909,680,200,1,1417989736,1695479827,0
GSM,228,3,6003,13283,0,6.4081,46.4982,23065,102,1,1417989764,1714939395,0
GSM,228,3,6003,13281,0,6.5411,46.7439,19615,103,1,1417989764,1709568246,0
LTE,228,1,3030,16804867,0,7.3356,46.2242,2152,14,1,1418034647,1712074863,0
LTE,228,1,404,16904962,0,7.5921,47.5499,1000,41,1,1418035333,1724165584,0
UMTS,228,1,3131,7659771,172,8.5019,47.3878,3021,39,1,1418468336,1712748003,0
UMTS,228,1,1616,7656700,238,8.5471,47.3696,1029,8,1,1418488275,1691580989,0
LTE,228,2,41900,13184768,0,7.5912,47.1758,1105,117,1,1418639430,1709895383,0
UMTS,228,1,1616,7656721,302,8.5438,47.3654,1000,42,1,1418666042,1721235484,0
UMTS,228,1,1010,7255065,400,8.5566,47.3544,1683,13,1,1418666041,1679997092,0
UMTS,228,1,1010,7255064,397,8.5548,47.3582,1000,17,1,1418666041,1679997016,0
UMTS,228,1,3131,7655188,283,8.4901,47.3866,1000,13,1,1418666043,1716981125,0
UMTS,228,1,4343,6934376,461,8.4375,47.3498,1007,61,1,1418838707,1680079409,0
UMTS,228,1,3131,7659769,173,8.519,47.3859,3267,26,1,1418853626,1721227502,0
UMTS,228,1,4343,6938238,273,8.2844,47.3398,1374,11,1,1418971987,1680076448,0
LTE,228,1,3131,17471746,0,8.4908,47.3697,1000,17,1,1419109116,1725207665,0
UMTS,228,1,1616,7656720,193,8.5474,47.3655,1000,38,1,1419183357,1721235484,0
UMTS,228,1,1616,7656699,69,8.5679,47.3631,2328,37,1,1419183357,1691581159,0
UMTS,228,1,1616,7656705,328,8.5591,47.3636,1663,48,1,1419183357,1721235484,0
UMTS,228,1,1010,7244827,111,8.5926,47.3601,1000,27,1,1419183357,1724686807,0
UMTS,228,1,1616,7656759,19,8.5591,47.3686,1684,27,1,1419183358,1724848453,0
UMTS,228,1,1616,7641281,91,8.5568,47.3663,1000,10,1,1419183357,1691581867,0
UMTS,228,1,101,6672325,27,6.3801,46.4774,7076,22,1,1419868860,1707141547,0
UMTS,228,2,20100,29273756,461,8.6338,47.6987,1000,68,1,1420157523,1714923003,0
LTE,228,1,707,17216513,0,9.4101,47.0574,2255,14,1,1420227690,1702829416,0
UMTS,228,1,2323,17072897,0,7.9184,46.6005,3312,45,1,1420344102,1723888924,0
LTE,228,2,40120,23553025,0,8.6538,47.715,1743,43,1,1420639216,1697955487,0
LTE,228,1,303,16944129,0,8.5201,47.1984,1130,120,1,1420653636,1726145890,0
LTE,228,1,1010,17614593,0,8.5768,47.278,2102,13,1,1420653637,1680173008,0
LTE,228,1,1010,17614594,0,8.5758,47.2802,2901,24,1,1420653637,1680173028,0
LTE,228,1,1010,16847874,0,8.5338,47.3483,1000,27,1,1420653637,1725207664,0
LTE,228,1,1616,16854786,0,8.5165,47.3755,1000,85,1,1420653638,1719059718,0
LTE,228,1,1616,17618946,0,8.5113,47.3792,1000,44,1,1420653638,1720782245,0
LTE,228,1,1616,17618947,0,8.5151,47.3822,1000,9,1,1420653638,1725483002,0
LTE,228,1,1616,16854787,0,8.5164,47.3783,1000,22,1,1420653638,1708640707,0
LTE,228,1,3131,16857089,0,8.4884,47.3872,1000,35,1,1420653638,1688177600,0
UMTS,228,1,303,16867073,0,8.5248,47.1803,2756,115,1,1420653636,1720863906,0
LTE,228,1,3131,17539074,0,8.4814,47.3897,1000,75,1,1420653639,1720878484,0
LTE,228,1,3131,17539075,0,8.4794,47.3908,500,104,1,1420653639,1720878484,0
LTE,228,1,3131,16857091,0,8.4869,47.3837,3334,122,1,1420653638,1725993782,0
LTE,228,1,4343,17438209,0,8.4453,47.3805,1880,105,1,1420731861,1723808712,0
LTE,228,1,4343,17438210,0,8.4394,47.3624,1281,129,1,1420731861,1722081249,0
LTE,228,1,4343,17436675,0,8.4346,47.3583,1000,32,1,1420731861,1686218980,0
LTE,228,1,4343,17430018,0,8.4589,47.3525,945,133,1,1420731861,1693536719,0
LTE,228,1,4343,17357825,0,8.4494,47.3078,5757,107,1,1420731861,1726234445,0
LTE,228,1,4343,17357826,0,8.4514,47.2909,3283,115,1,1420731861,1725277326,0
LTE,228,1,4343,17437699,0,8.4529,47.2447,4545,104,1,1420731862,1724252287,0
LTE,228,1,4343,17437697,0,8.4669,47.2431,1262,35,1,1420731862,1724252286,0
LTE,228,1,4343,17435650,0,8.4636,47.2236,3044,81,1,1420731862,1724252287,0
LTE,228,1,4343,17435649,0,8.4696,47.2149,1000,34,1,1420731862,1693000621,0
UMTS,228,1,303,17362433,0,8.5854,47.1786,1279,105,1,1420731862,1720879989,0
LTE,228,1,303,16817411,0,8.4855,47.19,6894,63,1,1420731862,1721769782,0
UMTS,228,1,303,17668867,0,8.5554,47.1773,863,115,1,1420731862,1720870093,0
LTE,228,1,4343,17430017,0,8.4733,47.3497,878,130,1,1420731861,1694158203,0
LTE,228,1,1616,16811010,0,8.5166,47.3885,500,133,1,1420740854,1718517722,0
LTE,228,1,3131,16873729,0,8.4877,47.4026,1000,44,1,1420755510,1723939502,0
LTE,228,1,1616,17615362,0,8.5207,47.3782,1000,20,1,1420888368,1717367167,0
UMTS,228,1,1616,16841217,0,8.5511,47.3736,3408,58,1,1420899568,1720846142,0
LTE,228,1,1616,17618689,0,8.5328,47.369,1000,12,1,1420899567,1717367166,0
LTE,228,1,1616,16928001,0,8.5415,47.3693,1040,52,1,1420899568,1724848508,0
LTE,228,1,1616,17366789,0,8.5543,47.3817,3152,5,1,1420899568,1708521067,0
LTE,228,1,1616,16940290,0,8.5461,47.3672,2112,33,1,1420899568,1725207664,0
LTE,228,1,1616,16940289,0,8.5474,47.369,1000,26,1,1420877185,1724848502,0
LTE,228,1,303,17194497,0,8.3576,46.9882,2782,46,1,1420904222,1718618773,0
UMTS,228,1,303,17389313,0,8.5657,47.1785,1078,110,1,1421151787,1720933322,0
LTE,228,1,1616,17615361,0,8.5249,47.3777,9540,47,1,1421151783,1725483002,0
UMTS,228,1,1010,17555202,0,8.5872,47.2956,2505,70,1,1421151786,1720892943,0
UMTS,228,1,4343,6934377,458,8.4336,47.3595,814,113,1,1421175738,1718152804,0
UMTS,228,1,4343,6940413,17,8.5087,47.2688,1861,140,1,1421323294,1692786990,0
LTE,228,1,3131,16863238,0,8.4895,47.3733,1847,4,1,1421323295,1709117042,0
UMTS,228,1,1616,7656755,375,8.5388,47.3671,1000,18,1,1421507967,1721235484,0
LTE,228,2,40100,20954118,0,8.2265,47.449,4348,65,1,1421591408,1720463287,0
LTE,228,1,1616,16811011,0,8.5139,47.3895,1000,95,1,1421601439,1718517722,0
LTE,228,1,1616,16811009,0,8.5176,47.3895,1000,20,1,1421601439,1718517722,0
LTE,228,1,1616,17570307,0,8.5302,47.3833,1000,35,1,1421621939,1685067867,0
LTE,228,1,1616,17483523,0,8.5384,47.3785,7202,122,1,1421621939,1725385264,0
UMTS,228,1,1616,17033985,0,8.5434,47.3771,812,104,1,1421621939,1720844822,0
LTE,228,1,1616,17570305,0,8.5333,47.3836,500,100,1,1421621939,1719945244,0
LTE,228,1,1616,17483522,0,8.5404,47.3778,1000,32,1,1421621940,1703247122,0
LTE,228,1,1616,16846083,0,8.5141,47.3833,1000,11,1,1421695395,1715420168,0
UMTS,228,1,4343,6935586,467,8.4262,47.3789,2303,120,1,1422429747,1724871843,0
LTE,228,1,606,17004291,0,7.5621,47.1831,6004,17,1,1422464440,1712254746,0
UMTS,228,1,2626,8331480,64,7.5519,47.2061,6150,25,1,1422464453,1702667172,0
UMTS,228,1,2626,8331473,66,7.5714,47.2083,3877,41,1,1422464453,1702667172,0
UMTS,228,1,1010,16963585,0,8.5803,47.2891,3243,16,1,1422466248,1720723562,0
UMTS,228,2,20100,29272205,256,8.2065,47.39,3265,49,1,1422470125,1684494461,0
UMTS,228,2,20100,29272196,266,8.2012,47.3983,1093,60,1,1422470125,1684497893,0
LTE,228,1,3232,16863489,0,8.5813,47.4627,1048,16,1,1422706762,1708653663,0
UMTS,228,1,3131,7661940,92,8.5046,47.366,2914,63,1,1422710866,1726067949,0
UMTS,228,1,1919,17711105,0,8.6821,47.5905,1022,32,1,1422748883,1720840863,0
LTE,228,1,3636,17149953,0,8.6952,47.5317,1824,76,1,1422748883,1725204727,0
LTE,228,1,3636,17149954,0,8.6794,47.5057,2350,39,1,1422748883,1708019227,0
LTE,228,1,3636,17305857,0,8.708,47.4591,1000,78,1,1422748884,1707143507,0
LTE,228,1,3636,17306881,0,8.6871,47.4402,1000,17,1,1422748884,1721531771,0
LTE,228,1,3232,17070338,0,8.6107,47.4088,1600,99,1,1422748884,1722096973,0
LTE,228,1,3232,16812802,0,8.6282,47.4167,2660,32,1,1422748884,1714938806,0
LTE,228,1,1919,17398530,0,8.58,47.6282,5230,38,1,1422748883,1725187692,0
LTE,228,1,1919,17399043,0,8.6845,47.6149,1435,9,1,1422748883,1725204726,0
UMTS,228,1,3232,7726194,246,8.3658,47.3507,4334,104,1,1422748884,1684493563,0
LTE,228,1,3232,16812801,0,8.6353,47.4209,1000,32,1,1422748884,1714938806,0
LTE,228,2,41900,13184772,0,7.5924,47.1787,1085,48,1,1422777959,1702667170,0
UMTS,228,1,606,7001799,47,7.8479,47.3108,1000,81,1,1422889857,1714938801,0
UMTS,228,1,606,7003256,20,7.8584,47.3113,1599,77,1,1422889899,1714938801,0
UMTS,228,1,606,7003262,89,7.88,47.3125,2117,87,1,1422889899,1714938801,0
UMTS,228,1,606,7003273,91,7.8914,47.3139,4378,40,1,1422890048,1714938802,0
LTE,228,2,40010,20882177,0,8.4499,47.3956,7038,27,1,1422988259,1710361563,0
LTE,228,2,40010,20882178,0,8.4385,47.3988,7625,17,1,1422988260,1709626985,0
LTE,228,2,40500,16210944,0,8.4773,47.1901,1000,42,1,1422988262,1710439692,0
LTE,228,2,40500,16143362,0,8.4904,47.1875,4455,17,1,1422988262,1710439692,0
LTE,228,2,40000,20756482,0,8.5258,47.3859,7980,39,1,1423073161,1709626985,0
LTE,228,2,40000,20786689,0,8.5168,47.3888,7934,28,1,1423091753,1685286587,0
LTE,228,2,40200,20817154,0,8.719,47.4945,1000,13,1,1423157009,1692341951,0
LTE,228,2,40000,20495617,0,8.4879,47.3996,1000,4,1,1423178480,1682393688,0
LTE,228,2,40010,20858368,0,8.4542,47.3986,6496,18,1,1423178482,1709626985,0
LTE,228,2,40500,16210946,0,8.4648,47.1992,1148,118,1,1423247844,1710439693,0
LTE,228,2,40000,20807168,0,8.5584,47.3845,1777,9,1,1423349940,1709626984,0
LTE,228,2,40000,20801537,0,8.5423,47.3866,1000,7,1,1423349940,1682392355,0
LTE,228,1,1010,16807170,0,8.5223,47.3484,947,108,1,1423400410,1699205702,0
LTE,228,1,1010,16807171,0,8.5242,47.3534,1000,49,1,1423400410,1685450288,0
LTE,228,2,40000,20831242,0,8.5362,47.3844,3162,8,1,1423577666,1705079345,0
LTE,228,2,40000,20831240,0,8.5385,47.3826,3313,10,1,1423577906,1705079345,0
UMTS,228,1,1010,7263449,510,8.5538,47.3602,1683,21,1,1423595451,1718219884,0
LTE,228,2,40000,20783616,0,8.5188,47.3745,1911,5,1,1423825201,1716915243,0
LTE,228,2,40000,20757762,0,8.5447,47.3756,1000,9,1,1423829189,1694679815,0
LTE,228,1,1717,17562883,0,8.5524,47.4177,1000,32,1,1423916239,1704269716,0
LTE,228,1,1717,17071619,0,8.5404,47.4103,5351,45,1,1423916238,1693039070,0
LTE,228,1,1717,16876547,0,8.5466,47.4117,3497,23,1,1423916238,1702922233,0
LTE,228,1,1717,17524481,0,8.5559,47.403,3423,4,1,1423916238,1708802045,0
UMTS,228,1,101,17058049,0,6.4587,46.5,9001,199,1,1424026897,1695491943,0
LTE,228,1,3131,16863235,0,8.5009,47.3692,500,112,1,1424119102,1718025724,0
UMTS,228,1,303,17679105,0,8.5223,47.1599,3760,109,1,1424163220,1720932361,0
UMTS,228,1,3131,7656787,178,8.4779,47.4044,1000,18,1,1424206613,1716391802,0
UMTS,228,1,3131,7656682,162,8.4809,47.3848,3124,26,1,1424206614,1718152803,0
LTE,228,1,1616,17576961,0,8.5563,47.3689,1170,67,1,1424177118,1724848506,0
LTE,228,1,1616,17366788,0,8.5446,47.3686,1954,6,1,1424206608,1684328506,0
LTE,228,2,42000,8986885,0,6.13,46.23,1000,14,1,1424223443,1689249287,0
UMTS,228,2,20100,29263165,3,8.1725,47.3803,2048,18,1,1437486374,1684497736,0
LTE,228,1,101,17112324,0,6.3864,46.4763,24301,18,1,1463865493,1680833066,0
UMTS,228,1,2626,8377830,55,7.277,47.1593,1000,14,1,1466711462,1685099637,0
UMTS,228,1,1212,7394881,143,7.4562,46.958,5212,36,1,1470049423,1681480127,0
UMTS,228,1,4343,17435905,0,8.4454,47.3462,3321,40,1,1424367118,1694824742,0
UMTS,228,1,303,17192193,0,8.5112,47.1046,3963,130,1,1424367116,1720924082,0
UMTS,228,1,1212,7394895,2,7.4497,46.9695,1000,30,1,1424377830,1714939037,0
UMTS,228,1,1212,7394894,4,7.458,46.9713,1000,24,1,1424377830,1714939037,0
LTE,228,2,42010,8971009,0,6.14,46.2037,1000,7,1,1424602622,1688123957,0
LTE,228,1,3131,16846340,0,8.5081,47.391,1328,33,1,1424618806,1704045605,0
LTE,228,1,1616,16826369,0,8.5174,47.3948,1000,22,1,1424645948,1710629402,0
UMTS,228,1,3131,7659747,379,8.5012,47.4022,1000,44,1,1424645948,1722476344,0
LTE,228,1,1616,17806849,0,8.5382,47.3798,500,122,1,1424888779,1725385265,0
LTE,228,1,4343,17438211,0,8.4133,47.3751,2446,62,1,1424938505,1686335273,0
LTE,228,1,303,17087746,0,8.4392,47.1407,7831,79,1,1425052457,1706539146,0
UMTS,228,1,303,17361667,0,8.5212,47.1632,6854,147,1,1425052457,1720886226,0
UMTS,228,1,303,17359873,0,8.4759,47.1278,5415,17,1,1425052457,1720858204,0
UMTS,228,1,303,17192194,0,8.5151,47.0636,2810,26,1,1425052458,1716934864,0
UMTS,228,1,303,17083393,0,8.5449,47.1758,8787,118,1,1425052457,1720879563,0
UMTS,228,1,303,17224706,0,8.6189,47.0057,2433,96,1,1425052458,1720857604,0
UMTS,228,1,303,17425923,0,8.4673,47.0886,2227,147,1,1425020458,1720875962,0
UMTS,228,1,303,17192195,0,8.5222,47.0735,2290,104,1,1425052457,1720923122,0
UMTS,228,1,303,17419777,0,8.6552,46.8146,6004,56,1,1425052459,1720792021,0
UMTS,228,1,303,17696769,0,8.6083,46.7113,2903,24,1,1425052459,1720790222,0
UMTS,228,1,303,17696770,0,8.5972,46.6961,2111,54,1,1425052459,1720771622,0
LTE,228,1,2525,17829121,0,8.7627,46.4884,2895,68,1,1425052460,1692995755,0
LTE,228,1,2525,17498113,0,8.9339,46.1435,4864,28,1,1425052461,1692993660,0
LTE,228,1,1414,16996609,0,8.926,46.0443,2122,23,1,1425052462,1692993160,0
LTE,228,1,2525,17828865,0,8.7895,46.4798,5158,46,1,1425052460,1692995731,0
LTE,228,1,2525,16998147,0,9.0278,46.2352,3320,90,1,1425052461,1692994351,0
UMTS,228,1,1414,8312718,87,9.0474,45.8306,1938,43,1,1425052464,1692416272,0
UMTS,228,1,303,17668353,0,8.6627,46.7675,1661,14,1,1425158238,1720776963,0
UMTS,228,1,303,17419779,0,8.6431,46.833,1049,13,1,1425119316,1720777804,0
UMTS,228,1,303,17679106,0,8.3972,47.1341,4693,13,1,1425158240,1695570482,0
UMTS,228,1,303,17036289,0,8.572,47.1794,9441,43,1,1425158240,1720871472,0
LTE,228,1,1616,16846082,0,8.5168,47.3807,1000,7,1,1425223422,1725385264,0
LTE,228,2,40000,20784130,0,8.523,47.3634,1000,35,1,1425488942,1716915242,0
LTE,228,2,40000,20919297,0,8.5221,47.3647,1848,124,1,1425488942,1716915243,0
LTE,228,2,40000,20764418,0,8.5318,47.371,1000,21,1,1425488942,1716891603,0
LTE,228,1,4343,17807107,0,8.3665,47.3637,1000,24,1,1425620717,1720782248,0
LTE,228,1,4343,17807106,0,8.3691,47.3618,1000,32,1,1425642831,1720782248,0
UMTS,228,1,1919,17647361,0,8.9426,47.4968,6319,55,1,1425812147,1722767584,0
UMTS,228,1,1919,17647362,0,8.9222,47.5074,5589,148,1,1425812147,1722845524,0
LTE,228,1,1919,17089281,0,8.8996,47.5181,1000,34,1,1425812147,1725889291,0
UMTS,228,1,1919,17088771,0,8.7978,47.5281,9862,141,1,1425812148,1722845823,0
LTE,228,1,1919,16983298,0,8.7889,47.5317,1000,18,1,1425812148,1726320133,0
LTE,228,1,3636,17222913,0,8.7516,47.5288,2686,107,1,1425812148,1725889292,0
UMTS,228,1,1919,17088770,0,8.8151,47.5302,6265,94,1,1425812148,1722767943,0
LTE,228,1,3636,17222914,0,8.7228,47.5246,1000,56,1,1425812149,1717092669,0
UMTS,228,1,2222,8114067,365,6.8225,46.9474,3788,22,1,1426081474,1685102097,0
UMTS,228,1,3636,7910769,349,8.7734,47.5249,4771,11,1,1426430755,1722527604,0
LTE,228,1,1919,16985090,0,9.034,47.4567,2051,55,1,1427125706,1725889290,0
LTE,228,1,1919,16985089,0,9.0279,47.4605,1484,58,1,1427125707,1725889290,0
UMTS,228,1,2929,17323010,0,9.3776,47.391,9626,43,1,1426763494,1720812722,0
UMTS,228,1,3434,17453058,0,8.206,47.4108,5698,104,1,1427125711,1722925023,0
LTE,228,1,3434,17476865,0,8.1022,47.3741,880,116,1,1427125712,1690727168,0
UMTS,228,1,606,17703171,0,7.8196,47.309,8613,106,1,1427125713,1725211744,0
UMTS,228,1,606,6993256,459,7.656,47.2424,1611,57,1,1427125714,1714938799,0
LTE,228,1,3434,17477633,0,8.0416,47.3374,1673,75,1,1427125712,1697131265,0
LTE,228,1,3434,17476866,0,8.0959,47.3705,1000,80,1,1427125712,1690727139,0
UMTS,228,1,606,7002128,198,7.7962,47.3103,1065,71,1,1427125714,1714938801,0
LTE,228,1,3434,17477635,0,8.033,47.3316,1240,118,1,1427125712,1714938979,0
UMTS,228,1,606,17703169,0,7.8626,47.3069,7911,18,1,1427125712,1725211743,0
LTE,228,1,303,17390083,0,8.4841,47.2065,2847,39,1,1427990705,1726145890,0
LTE,228,1,1010,17205249,0,8.5336,47.322,1068,96,1,1428104459,1688214197,0
LTE,228,1,1010,17205250,0,8.5401,47.3136,798,104,1,1428104459,1686894989,0
LTE,228,1,909,17225218,0,8.59,47.2537,1782,52,1,1428104459,1699205704,0
LTE,228,1,909,17225217,0,8.614,47.242,6711,68,1,1428104459,1724354463,0
LTE,228,1,909,17170689,0,8.6786,47.2107,7247,41,1,1428104460,1705827003,0
UMTS,228,1,909,17171458,0,8.6976,47.1882,9229,111,1,1428104460,1725130682,0
UMTS,228,1,909,17295106,0,8.8938,47.2333,4879,106,1,1428104460,1720819983,0
UMTS,228,1,909,17294593,0,8.885,47.2316,4170,84,1,1428104460,1720822201,0
UMTS,228,1,909,17295105,0,8.9402,47.2416,4628,129,1,1428104460,1720824842,0
LTE,228,1,3939,17590529,0,8.9832,47.248,3873,29,1,1428104461,1696165270,0
