radio,mcc,mnc,lac,cid,psc,lon,lat,range,samples,changeable,created,updated,averagesignal
LTE,228,1,2323,18937603,0,7.841,46.6816,1000,11,1,1599721747,1680861948,0
LTE,228,1,2323,18937606,0,7.8351,46.6838,1260,44,1,1599721807,1680925861,0
LTE,228,1,2323,18758150,0,7.8245,46.6751,2868,60,1,1599723674,1680925700,0
LTE,228,1,2323,18758147,0,7.8307,46.6736,1000,22,1,1599730894,1680926455,0
LTE,228,1,2323,18937605,0,7.8353,46.6752,1164,82,1,1599731014,1680926504,0
LTE,228,1,2323,18757894,0,7.8578,46.6864,1000,12,1,1599733078,1680872659,0
LTE,228,1,2323,18958337,0,7.8635,46.6719,750,116,1,1599757000,1723147923,0
LTE,228,1,2323,18954501,0,7.869,46.661,2673,11,1,1599757451,1680142621,0
LTE,228,1,2323,18758404,0,7.8788,46.6844,1000,40,1,1599806098,1723147923,0
LTE,228,1,2323,18757634,0,7.8765,46.6868,1000,9,1,1599806278,1722118624,0
LTE,228,1,2323,18619652,0,7.8815,46.6832,1000,11,1,1599844497,1723147877,0
LTE,228,1,2323,18937601,0,7.8454,46.683,1000,5,1,1599846219,1680883165,0
LTE,228,1,2323,18759174,0,7.8468,46.685,1000,36,1,1599846446,1680883239,0
LTE,228,1,2323,17291270,0,7.8936,46.6356,1176,41,1,1599907438,1680142450,0
LTE,228,1,2323,18732548,0,8.0007,46.6319,1640,14,1,1599908038,1680063701,0
LTE,228,1,2323,19038980,0,8.0239,46.6252,1000,12,1,1599908279,1680064043,0
LTE,228,1,2323,18737924,0,8.0244,46.6254,1000,11,1,1599911273,1680063921,0
LTE,228,1,2323,17814534,0,8.0776,46.658,7093,46,1,1599911880,1680078493,0
LTE,228,1,2323,18776067,0,8.0106,46.627,5053,6,1,1599913004,1680063734,0
LTE,228,1,2323,18958341,0,7.8693,46.6684,1000,4,1,1599936038,1680062324,0
LTE,228,1,2323,18913030,0,7.7036,46.6733,1000,40,1,1599992884,1725185056,0
LTE,228,1,2323,19200518,0,7.6452,46.6955,1000,61,1,1599993124,1724442666,0
LTE,228,1,303,18893314,-1,8.6184,47.0001,8742,10,1,1599970495,1692999391,0
LTE,228,1,2323,17522177,0,7.5954,46.7606,1085,62,1,1599993484,1725185058,0
LTE,228,1,2323,18928899,0,7.5983,46.7738,1000,31,1,1599993544,1723738270,0
LTE,228,1,2323,18936577,0,7.5987,46.7877,1247,102,1,1599993604,1725185103,0
LTE,228,1,2424,18881793,0,7.5407,46.8853,1049,128,1,1599994085,1726687030,0
LTE,228,1,2424,18881794,0,7.5368,46.8929,1000,7,1,1599994145,1722118630,0
LTE,228,1,1212,18603270,0,7.477,46.9396,711,50,1,1599994445,1726930328,0
LTE,228,1,1212,18602243,0,7.4708,46.9522,789,118,1,1599994505,1725535986,0
LTE,228,1,1212,18594820,0,7.4696,46.9726,1842,114,1,1599994625,1722113226,0
LTE,228,1,2424,18728451,0,7.4968,47.0106,1311,122,1,1599994805,1722113227,0
LTE,228,1,2424,18728452,0,7.4928,47.004,886,122,1,1599994865,1725461831,0
LTE,228,1,2424,18939396,0,7.5114,47.0228,2026,120,1,1599994925,1725461830,0
LTE,228,1,2424,18830084,0,7.5253,47.0311,1792,111,1,1599994985,1725461830,0
LTE,228,1,2424,18747398,0,7.5312,47.0457,824,102,1,1599995045,1722113227,0
LTE,228,1,2424,18747396,0,7.5399,47.0536,976,102,1,1599995105,1722113227,0
LTE,228,1,606,18871814,0,7.5896,47.1618,906,114,1,1599995765,1718618788,0
LTE,228,1,606,19164420,0,7.5919,47.1779,749,130,1,1599995825,1722113229,0
LTE,228,1,606,18921990,0,7.5999,47.1975,1254,112,1,1599995885,1722113229,0
LTE,228,1,606,19163907,0,7.6036,47.2189,1093,50,1,1599996005,1726949341,0
LTE,228,1,606,18665218,0,7.6163,47.2262,871,119,1,1599996065,1725461825,0
LTE,228,1,606,18665217,0,7.6303,47.2329,1123,115,1,1599996125,1725461825,0
LTE,228,1,606,18949379,0,7.6416,47.2384,1369,126,1,1599996187,1725461825,0
LTE,228,1,606,18849541,0,7.6818,47.2535,1387,50,1,1599996365,1726949288,0
LTE,228,1,606,18840068,0,7.7126,47.2676,1995,120,1,1599996425,1725461824,0
LTE,228,1,606,18851842,0,7.7223,47.2834,1351,25,1,1599996545,1726949288,0
LTE,228,1,606,18851841,0,7.7404,47.291,1112,113,1,1599996605,1725461654,0
LTE,228,1,606,18888194,0,7.7837,47.3069,1063,118,1,1599996785,1725461822,0
LTE,228,1,3434,19038470,0,7.8167,47.3908,817,107,1,1599997326,1714939157,0
LTE,228,1,1515,18927361,0,7.808,47.4388,1291,143,1,1599997566,1714939158,0
LTE,228,1,1515,18580225,0,7.7603,47.5096,1318,126,1,1599997926,1714939159,0
LTE,228,1,1515,19338498,0,7.7525,47.5205,1400,121,1,1599997986,1714939159,0
LTE,228,1,1515,19339010,0,7.6854,47.5283,1090,113,1,1599998226,1719408018,0
LTE,228,1,404,19281926,0,7.6152,47.5479,1000,43,1,1599998466,1714938743,0
LTE,228,1,404,18644998,0,7.6141,47.5574,1000,97,1,1599998526,1714938743,0
LTE,228,1,404,19268869,0,7.6015,47.575,2464,131,1,1599998646,1707140273,0
LTE,228,1,404,18306821,-1,7.6293,47.5392,4534,48,1,1599987062,1717862714,0
LTE,228,3,46001,28997122,-1,6.1066,46.2127,1000,18,1,1600488791,1712554683,0
LTE,228,3,46001,28997162,-1,6.1057,46.2134,1000,39,1,1600488806,1679928500,0
LTE,228,3,46001,28997163,-1,6.1022,46.2143,1000,13,1,1600488829,1679928420,0
LTE,228,3,46001,28996384,-1,6.0971,46.2203,1000,47,1,1600488832,1686462047,0
LTE,228,3,46001,28996354,-1,6.0989,46.2192,1000,35,1,1600489059,1712554683,0
LTE,228,3,46001,28986409,-1,6.0741,46.2295,1000,37,1,1600500540,1717493404,0
LTE,228,1,4343,17473283,-1,8.2304,47.3614,1000,39,1,1600611065,1722267972,0
LTE,228,1,4343,18538246,-1,8.2411,47.3571,1471,108,1,1600611125,1722267972,0
LTE,228,1,3333,17240580,-1,10.4729,46.8937,1000,3,1,1600173404,1721148067,0
LTE,228,1,3434,18856449,-1,7.9109,47.3478,1000,9,1,1600648937,1697131267,0
LTE,228,1,3434,18856454,-1,7.907,47.3472,1000,27,1,1600683973,1697131267,0
LTE,228,1,3434,19335429,-1,7.906,47.3485,1000,8,1,1600684229,1697131267,0
LTE,228,1,3434,18856453,-1,7.9073,47.3463,1000,45,1,1600684381,1708449014,0
LTE,228,1,3434,18855683,-1,7.9076,47.3436,1000,7,1,1600684511,1701519428,0
LTE,228,1,3434,18855684,-1,7.9083,47.3411,1000,11,1,1600684571,1701519428,0
LTE,228,1,3434,18855682,-1,7.9087,47.3404,1000,13,1,1600684621,1701519428,0
LTE,228,1,606,18856708,-1,7.9052,47.3372,1000,29,1,1600684761,1704269708,0
LTE,228,1,606,17985800,-1,7.9032,47.3266,1000,30,1,1600684931,1708449014,0
LTE,228,1,606,17985803,-1,7.8979,47.3162,1000,21,1,1600684992,1708449014,0
LTE,228,1,606,18880261,-1,7.8978,47.3108,1345,107,1,1600685081,1725461786,0
LTE,228,1,606,18566662,-1,7.9036,47.3093,1196,113,1,1600685121,1724511370,0
LTE,228,1,606,18853380,-1,7.9325,47.3088,795,110,1,1600685231,1725461785,0
LTE,228,1,606,18853379,-1,7.9409,47.3143,986,113,1,1600685251,1725461785,0
LTE,228,1,606,18853896,-1,7.9539,47.319,1157,147,1,1600685281,1725461785,0
LTE,228,1,3434,18889478,-1,7.9691,47.3222,1023,117,1,1600685321,1725461784,0
LTE,228,1,3434,17143561,-1,7.9943,47.3231,2105,108,1,1600685361,1725461784,0
LTE,228,1,3434,18889477,-1,7.9927,47.3233,1323,124,1,1600685381,1725461784,0
LTE,228,1,3434,17477634,-1,8.0383,47.3361,4842,54,1,1600685511,1719578770,0
LTE,228,1,3434,18999811,-1,8.1189,47.3879,864,113,1,1600685921,1725461781,0
LTE,228,1,2828,19292676,-1,8.2891,47.4541,1000,98,1,1600686761,1722866229,0
LTE,228,1,2828,19292675,-1,8.291,47.4503,500,101,1,1600686791,1722866229,0
LTE,228,1,4343,19329284,-1,8.2995,47.4357,847,119,1,1600686921,1720782250,0
LTE,228,1,4343,19329285,-1,8.3044,47.4288,645,138,1,1600687001,1720782249,0
LTE,228,1,4343,19329286,-1,8.2956,47.4249,1000,60,1,1600687051,1722866228,0
UMTS,228,1,4343,6917003,394,8.3064,47.4275,1000,18,1,1600687159,1715781666,0
LTE,228,1,2828,18587396,-1,8.3062,47.4746,500,109,1,1600690786,1723939505,0
LTE,228,1,2828,19043077,-1,8.3043,47.4774,1000,95,1,1600690821,1723939505,0
LTE,228,1,2828,19043078,-1,8.3012,47.4837,768,121,1,1600690847,1723939505,0
LTE,228,1,2828,18845189,-1,8.294,47.4832,661,111,1,1600690883,1723939505,0
LTE,228,1,2828,18845188,-1,8.2975,47.4857,1000,75,1,1600690923,1723939504,0
LTE,228,1,2828,18586374,-1,8.308,47.4825,531,109,1,1600690963,1723939504,0
LTE,228,1,2828,18586372,-1,8.3122,47.479,647,131,1,1600691063,1723939504,0
LTE,228,1,2828,18586373,-1,8.3103,47.4754,500,111,1,1600691086,1723939504,0
LTE,228,1,2828,19292674,-1,8.2891,47.4541,1000,24,1,1600692676,1720782250,0
LTE,228,1,2828,19292673,-1,8.2906,47.451,1000,28,1,1600692699,1720782250,0
LTE,228,1,4343,18669573,-1,8.2303,47.3671,1539,127,1,1600735360,1722267972,0
LTE,228,1,4343,18669574,-1,8.2174,47.3821,1316,68,1,1600735517,1701037581,0
LTE,228,1,3434,18787078,-1,8.1981,47.3921,1000,87,1,1600735639,1725982386,0
LTE,228,1,2828,18952452,-1,8.3442,47.4553,2480,120,1,1600736611,1724511365,0
LTE,228,1,505,18854404,-1,8.5106,47.4295,1122,107,1,1600737320,1725187688,0
LTE,228,1,1717,19340293,-1,8.5464,47.4397,1257,73,1,1600737407,1723476610,0
LTE,228,1,1717,18717954,-1,8.5728,47.4224,669,103,1,1600737492,1725461774,0
LTE,228,1,3232,18950147,-1,8.5743,47.4188,757,113,1,1600737513,1725461773,0
LTE,228,1,1717,18978049,-1,8.578,47.4108,578,103,1,1600737538,1722096973,0
LTE,228,1,3232,19283721,-1,8.5846,47.4091,1000,45,1,1600737558,1685772952,0
LTE,228,1,3232,19283719,-1,8.5916,47.4076,1000,47,1,1600737580,1685772982,0
LTE,228,1,4343,18643972,-1,8.3545,47.3544,1204,103,1,1600858819,1725285310,0
LTE,228,1,4343,19096578,-1,8.3387,47.3599,1000,92,1,1600858844,1725285310,0
LTE,228,1,4343,19022596,-1,8.2801,47.351,1000,50,1,1600859207,1712313486,0
LTE,228,1,4343,18942213,-1,8.2448,47.3396,1615,45,1,1600859526,1722267973,0
LTE,228,1,4343,18942214,-1,8.2401,47.3534,1707,78,1,1600859551,1722267972,0
LTE,228,1,4343,17341193,-1,8.2448,47.3493,2305,51,1,1600859566,1722267972,0
LTE,228,1,2828,19333121,-1,8.2949,47.4435,1000,19,1,1601177169,1712186465,0
LTE,228,1,2828,19333124,-1,8.293,47.4467,1000,91,1,1601177209,1722866229,0
LTE,228,1,2828,18953218,-1,8.3142,47.4539,630,119,1,1601178059,1724550795,0
LTE,228,1,505,18854406,-1,8.4911,47.4273,2500,138,1,1601178679,1725187688,0
LTE,228,1,1717,18185737,-1,8.5506,47.43,1000,12,1,1601178829,1722096973,0
LTE,228,1,1717,18717957,-1,8.5736,47.4217,2887,112,1,1601178909,1726320130,0
LTE,228,1,3232,19324678,-1,8.5853,47.4087,767,132,1,1601178999,1726320130,0
LTE,228,1,3232,19324676,-1,8.593,47.4076,818,126,1,1601179009,1726320130,0
LTE,228,1,3232,19228933,-1,8.6181,47.4113,859,104,1,1601179079,1726320131,0
LTE,228,1,3232,18667014,-1,8.6297,47.4182,846,114,1,1601179129,1726320131,0
LTE,228,1,3232,18667012,-1,8.6347,47.4203,1270,122,1,1601179139,1726320131,0
LTE,228,1,3636,18454275,-1,8.6885,47.4408,1016,103,1,1601179299,1726320131,0
LTE,228,1,3636,18764804,-1,8.6977,47.4471,1246,159,1,1601179329,1726320131,0
LTE,228,1,3636,18764803,-1,8.7054,47.4547,986,111,1,1601179369,1726320131,0
LTE,228,1,3636,17317643,-1,8.7047,47.4704,1000,34,1,1601179429,1721468234,0
LTE,228,1,3636,18960133,-1,8.7063,47.47,1528,134,1,1601179449,1726320132,0
LTE,228,1,3636,18960134,-1,8.7035,47.4775,1470,106,1,1601179479,1726320132,0
LTE,228,1,3636,18960132,-1,8.7039,47.4816,976,118,1,1601179489,1726320132,0
LTE,228,1,3636,19198212,-1,8.7033,47.484,1000,18,1,1601179509,1705209696,0
LTE,228,1,3636,19198214,-1,8.7021,47.4888,617,117,1,1601179529,1726320132,0
LTE,228,1,3636,18548741,-1,8.7015,47.491,828,105,1,1601179539,1726320132,0
LTE,228,1,3636,19226373,-1,8.698,47.4947,733,112,1,1601179549,1726320132,0
LTE,228,1,3636,19226374,-1,8.6937,47.4985,949,148,1,1601179579,1726320132,0
LTE,228,1,3636,18545156,-1,8.7107,47.5242,833,103,1,1601179749,1726320133,0
LTE,228,1,3636,18854918,-1,8.7166,47.5235,719,114,1,1601179769,1726320133,0
LTE,228,1,3636,17222919,-1,8.7567,47.5301,2060,57,1,1601179869,1705209693,0
LTE,228,1,1919,18584322,-1,8.7881,47.5318,1221,149,1,1601179949,1725629597,0
LTE,228,1,1919,18584321,-1,8.8136,47.5307,1741,114,1,1601179989,1725629597,0
LTE,228,1,1919,18738948,-1,8.8773,47.5278,1316,133,1,1601180169,1725461765,0
LTE,228,1,1919,18738947,-1,8.896,47.5203,1000,84,1,1601180219,1725461765,0
LTE,228,1,1919,18906886,-1,8.9919,47.472,1000,60,1,1601180519,1725889291,0
LTE,228,1,1919,18906884,-1,9.0048,47.4711,1007,65,1,1601180559,1725889291,0
LTE,228,1,1919,18957318,-1,9.0204,47.4666,1000,58,1,1601180609,1725889291,0
LTE,228,1,1919,19079939,-1,9.0454,47.4539,6713,38,1,1601180699,1725629642,0
LTE,228,1,2929,19049986,-1,9.1008,47.4607,3894,78,1,1601180709,1725461762,0
LTE,228,1,2929,18840577,-1,9.0822,47.4584,1564,103,1,1601180759,1725629642,0
LTE,228,1,2929,18840583,-1,9.0802,47.4578,4488,103,1,1601180839,1725889290,0
LTE,228,1,2929,19049989,-1,9.1008,47.4608,4086,122,1,1601182673,1725889290,0
LTE,228,1,2929,19049985,-1,9.1437,47.4493,3683,164,1,1601183798,1725461761,0
LTE,228,1,2929,18841860,-1,9.1401,47.4532,1048,98,1,1601183848,1725889290,0
LTE,228,1,2929,19058692,-1,9.1532,47.449,1000,38,1,1601183898,1725889289,0
LTE,228,1,2929,19058693,-1,9.1625,47.4439,1356,107,1,1601183908,1725889290,0
LTE,228,1,2929,19049988,-1,9.1418,47.4508,3584,124,1,1601183958,1725889290,0
LTE,228,1,2929,18840838,-1,9.1941,47.434,1430,104,1,1601183988,1725889289,0
LTE,228,1,2929,18840836,-1,9.2162,47.4277,1184,125,1,1601184038,1725889289,0
LTE,228,1,2929,18725891,-1,9.2286,47.4239,1000,39,1,1601184088,1725461726,0
LTE,228,1,2929,18720771,-1,9.2356,47.4246,1320,67,1,1601184098,1725461726,0
LTE,228,1,2929,18720769,-1,9.2484,47.4259,1000,72,1,1601184118,1725461726,0
LTE,228,1,2929,17333255,-1,9.2594,47.4238,1000,12,1,1601184148,1725629644,0
LTE,228,1,2929,18726661,-1,9.2602,47.4237,1000,34,1,1601184158,1725889289,0
LTE,228,1,2929,18726662,-1,9.2665,47.421,1241,57,1,1601184198,1725461725,0
LTE,228,1,808,18896390,-1,9.2853,47.4121,1000,34,1,1601184208,1725889288,0
LTE,228,1,808,18896388,-1,9.2977,47.4088,1000,71,1,1601184258,1725889289,0
LTE,228,1,808,18900486,-1,9.3138,47.4133,1000,19,1,1601184298,1725629644,0
LTE,228,1,808,18900485,-1,9.319,47.4156,1000,63,1,1601184308,1725889288,0
LTE,228,1,808,19155459,-1,9.3411,47.4218,1000,35,1,1601184358,1725629645,0
LTE,228,1,808,19290885,-1,9.3884,47.4334,1000,23,1,1601184548,1725889288,0
LTE,228,1,808,18132484,-1,9.3997,47.437,1237,10,1,1601184614,1725889288,0
LTE,228,1,808,19064835,-1,9.4139,47.4407,1000,38,1,1601184628,1725889288,0
LTE,228,1,808,18475270,-1,9.4273,47.4535,1130,82,1,1601184678,1725629646,0
LTE,228,1,808,18475269,-1,9.435,47.4595,1000,18,1,1601184708,1725629646,0
LTE,228,1,808,18475268,-1,9.4361,47.461,1000,43,1,1601184718,1725629646,0
LTE,228,1,808,19056133,-1,9.4409,47.4657,1000,57,1,1601184738,1725629646,0
LTE,228,1,808,19056129,-1,9.4585,47.4679,1112,36,1,1601184758,1725889287,0
LTE,228,1,808,18875395,-1,9.5334,47.476,1000,63,1,1601184968,1725629647,0
LTE,228,1,808,17369349,-1,9.5917,47.467,1000,26,1,1601185138,1725629648,0
LTE,228,1,808,17369352,-1,9.5971,47.4627,1000,61,1,1601185148,1725629648,0
LTE,228,1,808,17369351,-1,9.6093,47.4601,1000,35,1,1601185178,1725629648,0
LTE,228,1,808,19352582,-1,9.6465,47.4214,1073,59,1,1601185398,1713822244,0
LTE,228,1,808,19352580,-1,9.6492,47.4006,9381,116,1,1601185438,1713822243,0
LTE,228,1,808,17161476,-1,9.6602,47.3888,1000,14,1,1601185638,1695995766,0
LTE,228,3,46001,28971561,-1,6.0983,46.1634,1000,52,1,1600651721,1689481623,0
LTE,228,3,46001,28937475,-1,6.1264,46.1693,1000,21,1,1600651845,1686812402,0
LTE,228,1,3535,18329092,-1,6.146,46.1893,1000,23,1,1600658857,1680282532,0
LTE,228,1,3535,18412806,-1,6.1441,46.1924,1000,8,1,1600658939,1680282424,0
LTE,228,1,3535,18990339,-1,6.1401,46.2036,1000,9,1,1600659299,1719184034,0
LTE,228,1,2727,18416130,-1,6.1376,46.2064,1000,10,1,1600659477,1719184022,0
LTE,228,1,2727,19048965,-1,6.1417,46.2083,1000,42,1,1600659498,1719184034,0
LTE,228,1,2727,18416132,-1,6.1367,46.206,1000,30,1,1600659522,1719184035,0
LTE,228,1,2727,18415363,-1,6.1354,46.208,1000,14,1,1600659531,1719184022,0
LTE,228,1,2727,18408198,-1,6.1326,46.2088,1000,3,1,1600659599,1722681911,0
LTE,228,1,2727,19033347,-1,6.1063,46.217,1000,3,1,1600659945,1687277126,0
LTE,228,1,1111,18736899,-1,6.0967,46.2164,2068,40,1,1600660038,1719607053,0
LTE,228,1,1111,18736897,-1,6.1016,46.2203,1000,56,1,1600660059,1719607053,0
LTE,228,1,1111,19104770,-1,6.0956,46.2225,1000,21,1,1600660124,1705146913,0
LTE,228,1,1111,18945025,-1,6.0974,46.2221,1000,24,1,1600660134,1714939014,0
LTE,228,1,1111,19104771,-1,6.09,46.2238,1000,51,1,1600660166,1714939014,0
LTE,228,1,1111,18470658,-1,6.0797,46.2268,1000,9,1,1600660248,1705146913,0
LTE,228,1,1111,18470659,-1,6.0776,46.2273,1000,19,1,1600660259,1714939014,0
LTE,228,1,1111,17476353,-1,6.0736,46.2284,1000,12,1,1600660277,1714939014,0
LTE,228,1,1111,18419713,-1,6.0664,46.2305,1000,18,1,1600660322,1717266364,0
LTE,228,1,1111,18419715,-1,6.0626,46.2315,1000,20,1,1600660351,1705146913,0
LTE,228,1,1111,18470404,-1,6.0601,46.2321,1000,29,1,1600660371,1714939014,0
LTE,228,1,1111,18470405,-1,6.0574,46.2321,1000,29,1,1600660400,1717266364,0
LTE,228,1,1111,18470402,-1,6.0574,46.233,1000,13,1,1600660406,1705146913,0
LTE,228,1,1111,18377218,-1,6.0558,46.2341,1000,16,1,1600660415,1714939014,0
LTE,228,1,1111,18376963,-1,6.0542,46.2331,1000,3,1,1600660460,1681210848,0
LTE,228,1,1111,18377221,-1,6.056,46.2336,1055,45,1,1600660468,1722681912,0
LTE,228,1,1111,18377222,-1,6.052,46.2344,1000,15,1,1600660474,1722681912,0
LTE,228,1,1111,18376708,-1,6.0479,46.2354,1000,49,1,1600660481,1722681912,0
LTE,228,3,46001,28996393,-1,6.0953,46.2221,1000,40,1,1600760791,1712392263,0
LTE,228,3,46001,28936481,-1,6.098,46.2219,1000,25,1,1600760793,1686462067,0
LTE,228,3,46001,28986369,-1,6.0737,46.2289,1000,24,1,1600760981,1717493404,0
LTE,228,1,3838,19267073,-1,7.5905,47.4906,1000,23,1,1601265824,1721148066,0
LTE,228,1,404,18632706,-1,7.6213,47.5389,1000,52,1,1601266234,1702782362,0
LTE,228,1,1515,17737231,-1,7.6551,47.5338,1000,48,1,1601266324,1703930824,0
LTE,228,1,2828,18620673,-1,8.0846,47.4926,1505,136,1,1601267404,1720917675,0
LTE,228,1,2828,18437121,-1,8.0854,47.4902,1236,105,1,1601267414,1720917675,0
LTE,228,1,2828,19164673,-1,8.0952,47.4829,1110,115,1,1601267454,1720917675,0
LTE,228,1,2828,19164674,-1,8.1001,47.4785,3752,77,1,1601267484,1720917675,0
LTE,228,1,3434,18612481,-1,8.2412,47.4381,1451,107,1,1601267944,1725461665,0
LTE,228,1,505,19224579,-1,8.4245,47.3966,3488,111,1,1601268664,1726580953,0
LTE,228,1,505,19224580,-1,8.4203,47.3837,837,104,1,1601268674,1725277324,0
LTE,228,1,909,18889987,-1,8.946,47.1803,1078,56,1,1601270484,1717096023,0
LTE,228,1,909,18641409,-1,8.9751,47.1789,2526,36,1,1601270524,1695990727,0
LTE,228,1,909,18915075,-1,9.0295,47.1546,1331,69,1,1601270714,1695990728,0
LTE,228,1,909,18915074,-1,9.0414,47.1463,1311,72,1,1601270734,1702829419,0
LTE,228,1,909,18699012,-1,9.3748,47.0763,1282,101,1,1601271833,1713796157,0
LTE,228,1,909,18699011,-1,9.392,47.066,1489,105,1,1601271874,1717096026,0
LTE,228,1,707,19060486,-1,9.4053,47.0597,1000,95,1,1601271914,1717096026,0
LTE,228,1,707,19060485,-1,9.4186,47.0545,1092,80,1,1601271954,1717096027,0
LTE,228,1,707,18885379,-1,9.4416,47.047,2238,87,1,1601271994,1717096027,0
LTE,228,1,707,18821894,-1,9.4341,47.0458,1000,37,1,1601272024,1713796158,0
LTE,228,1,707,18821892,-1,9.4584,47.0397,1625,148,1,1601272034,1717096027,0
LTE,228,1,707,18623749,-1,9.4905,47.0189,2706,101,1,1601272154,1702829415,0
LTE,228,1,707,18817538,-1,9.5535,46.9676,9761,25,1,1601272394,1692407373,0
LTE,228,1,3333,18449409,-1,10.1205,46.7697,11175,18,1,1601278104,1721148066,0
LTE,228,1,3333,18241284,-1,10.1617,46.7719,14278,86,1,1601278274,1721148067,0
LTE,228,1,3333,18241283,-1,10.1917,46.7734,16545,91,1,1601278435,1721148067,0
LTE,228,1,3333,18530308,-1,10.3152,46.8042,26480,120,1,1601279035,1721148067,0
LTE,228,2,41100,5328129,0,7.0865,46.586,2263,75,1,1600494953,1709301726,0
LTE,228,2,42310,5258500,0,6.4537,46.7582,10311,13,1,1600615585,1705149007,0
LTE,228,2,41100,5326849,0,7.0692,46.6556,2585,109,1,1600699627,1712249053,0
LTE,228,2,42010,8962569,0,6.1283,46.1831,541,112,1,1601188608,1693934480,0
LTE,228,1,3333,18540036,-1,10.0838,46.7609,8220,9,1,1601871233,1721148066,0
LTE,228,1,707,19060484,-1,9.4136,47.0561,1000,22,1,1601877524,1717096026,0
LTE,228,1,909,18696451,-1,9.1181,47.1258,1811,12,1,1601878456,1700328369,0
LTE,228,1,909,18696452,-1,9.108,47.1268,2582,59,1,1601878466,1717096025,0
LTE,228,1,909,18904321,-1,8.9262,47.186,1000,13,1,1601879006,1695990727,0
LTE,228,1,909,19066369,-1,8.9051,47.1897,1290,64,1,1601879017,1695990727,0
LTE,228,1,909,18844162,-1,8.8886,47.1956,1000,32,1,1601879077,1695990727,0
LTE,228,1,909,18844161,-1,8.8801,47.1968,1000,12,1,1601879107,1695990727,0
LTE,228,1,909,18844163,-1,8.8724,47.1916,1512,75,1,1601879117,1708344783,0
LTE,228,1,909,18704385,-1,8.8787,47.1878,1529,33,1,1601879157,1702829420,0
LTE,228,1,4343,18938883,-1,8.4244,47.3742,630,122,1,1601880662,1722903424,0
LTE,228,1,505,19224578,-1,8.4193,47.3811,922,108,1,1601880692,1724243886,0
LTE,228,1,505,19224577,-1,8.4206,47.3923,4034,133,1,1601880752,1725032588,0
LTE,228,1,2828,18997507,-1,8.3322,47.4606,1991,70,1,1601881292,1720782250,0
LTE,228,1,2828,18586115,-1,8.1633,47.4634,1306,118,1,1601881804,1719408024,0
LTE,228,1,1515,19353093,-1,7.8103,47.5492,2078,94,1,1601882739,1712412494,0
LTE,228,2,41400,13058826,-1,7.5962,47.5452,1000,86,1,1602415298,1705833189,0
LTE,228,2,41400,13286666,-1,7.5877,47.547,1000,99,1,1602415386,1714939416,0
LTE,228,2,41400,13286664,-1,7.5903,47.5478,5245,139,1,1602415509,1714939416,0
LTE,228,2,41400,12852489,-1,7.5882,47.5495,500,105,1,1602415631,1709895430,0
LTE,228,2,41400,13056778,-1,7.5858,47.5535,500,121,1,1602415706,1707500224,0
LTE,228,2,41400,19207689,-1,7.584,47.556,937,124,1,1602415761,1709626988,0
LTE,228,2,41400,19207685,-1,7.5851,47.556,1000,59,1,1602416127,1709895430,0
LTE,228,2,40000,20786696,-1,8.5153,47.3922,7646,32,1,1602559345,1685286556,0
LTE,228,2,40000,71937538,-1,8.5318,47.3846,1000,17,1,1602559671,1682392428,0
LTE,228,2,40000,20737545,-1,8.5297,47.3863,1000,9,1,1602559691,1682392452,0
LTE,228,2,40000,71937539,-1,8.5359,47.382,1000,21,1,1602559761,1682392304,0
LTE,228,2,40000,20760842,-1,8.5414,47.3769,1000,70,1,1602560041,1689944274,0
LTE,228,2,40000,72126977,-1,8.5449,47.3787,1000,17,1,1602560441,1709626984,0
LTE,228,2,40000,20786697,-1,8.5185,47.4026,6515,7,1,1602570088,1685286576,0
LTE,228,2,40000,20526601,-1,8.5175,47.3906,1000,11,1,1602570248,1682392757,0
LTE,228,1,1919,18740998,-1,8.6486,47.7136,589,105,1,1602382361,1714938809,0
LTE,228,1,1919,18902022,-1,8.6411,47.7094,851,127,1,1602382391,1714938809,0
LTE,228,1,1919,18902019,-1,8.6395,47.7086,1000,6,1,1602382421,1714938809,0
LTE,228,1,1919,18902018,-1,8.6375,47.7052,1499,23,1,1602382431,1714938809,0
LTE,228,1,1919,17396740,-1,8.6282,47.6927,1246,72,1,1602382521,1707142782,0
LTE,228,1,1919,17398532,-1,8.63,47.6707,1000,23,1,1602382691,1702126208,0
LTE,228,1,1919,17398534,-1,8.6102,47.6691,1431,16,1,1602382701,1725187693,0
LTE,228,1,1919,17398533,-1,8.5841,47.6394,4305,46,1,1602382721,1725187693,0
LTE,228,1,1919,17394181,-1,8.6672,47.6336,1741,86,1,1602383121,1725204725,0
UMTS,228,1,1919,7921407,503,8.6637,47.6352,1732,115,1,1602382931,1726367781,0
LTE,228,1,1919,18444038,-1,8.6888,47.6055,1490,102,1,1602383441,1725204726,0
LTE,228,1,1919,18444037,-1,8.6904,47.5968,1000,65,1,1602383511,1725204726,0
LTE,228,1,1919,18444036,-1,8.6899,47.5928,1018,126,1,1602383521,1725204726,0
LTE,228,1,1919,18441477,-1,8.6861,47.5854,946,102,1,1602383561,1725204726,0
LTE,228,1,1919,18441474,-1,8.6843,47.5831,679,102,1,1602383601,1725151563,0
LTE,228,1,1919,19011586,-1,8.6877,47.5486,680,105,1,1602383761,1725151564,0
LTE,228,1,1919,18838273,-1,8.6895,47.5412,1000,76,1,1602383801,1725151564,0
